 פרק  ,סעיף,סעיף תקציב   ,סעיף נקי,שם סעיף                         ,   תקציב חדש   2013 ,   תקציב ישן   2012 ,   הוצאה בפועל 2011 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   
74111,541,  74111/541/3,1741115413,אחזקת מכשירי קשר                ,260000,260000,142605,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,691,  74111/691/7,1741116917,מערכות מידע ומחשוב              ,220000,200000,159936,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,693,  74111/693/9,1741116939,מחשוב יחידתי                    ,99000,109000,124847,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,781,  74111/781/8,1741117818,תגבור כ א יח' פרוייקטים משולבים ,355000,330000,300734,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74111,790,  74111/790/9,1741117909,עתודת מינהל                     ,70000,100000, -   ,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74111,הנהלה ושרותים מינהליים            
74112,110,  74112/110/7,1741121107,משכורת כוללת                    ,1036000,823000,752838,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
74112,124,  74112/124/4,1741121244,החזר הוצאות                     ,69000,56000,55582,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
74112,126,  74112/126/6,1741121266,הבראה                           ,66000,52000,51067,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
74112,127,  74112/127/7,1741121277,השתתפות באחזקת רכב-10           ,241000,211000,203289,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
74112,130,  74112/130/2,1741121302,תשלומים מיוחדים                 ,240000,202000,216904,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
74112,181,  74112/181/4,1741121814,מיסים וביטוח לאומי              ,233000,189000,173207,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
74112,182,  74112/182/5,1741121825,קופות גמל והשתלמות              ,149000,98000,112134,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
74112,310,  74112/310/4,1741123104,שעות נוספות רשומות              ,143000,156000,161990,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
74112,340,  74112/340/1,1741123401,שעות נוספות מיוחדות             ,3000,3000,5268,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
74112,433,  74112/433/5,1741124335,בטוח                            ,109000,102000,93809,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
74112,434,  74112/434/6,1741124346,תקוני מבנים  מתקנים ואינונטר    ,90000,90000,80292,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
74112,439,  74112/439/2,1741124392,אחזקת בניני העיריה-השתתפות      ,2390000,2670000,1493358,7,שרותים מקומיים                    ,74,מינהל בנוי ותשתית                 ,741,הנהלת מינהל בנוי ותשתית           ,7411,הנהלה ושרותים מינהליים            ,74112,משאבי אנוש ומינהל                 
