,,,,,,הוצאות,,,,,,,
,1845303780,303780,845,1,מועדונים חברתיים למפגר ,"90,000","33,400","35,400",,,,,
,1845303840,303840,845,1,מועדונים חברתיים למפגר ,0,0,0,,,,,
,1845304710,304710,845,1,הסעות למ.יום למפגר ,"19,600","5,600","7,200",,,,,
,,,"845 סה""כ",,,"33,422,935","30,717,600","35,423,144",,,,,
,1846100430,100430,846,1,מועדון עיוורים ,"9,900","10,500","11,300",,,,,
,1846301780,301780,846,1,שיקום העיוור בקהילה ,"2,100",0,0,,,,,
,1846301840,301840,846,1,שיקום העיוור בקהילה ,0,0,0,,,,,
,1846303840,303840,846,1,הדרכת עיוור ובני ביתו ,"115,400","130,600","167,500",,,,,
,1846401840,401840,846,1,מפעלי שיקום לעיוור ,0,0,0,,,,,
,1846402840,402840,846,1,מפעלי תעסוקה ומועדון ,"327,000","416,300","535,000",,,,,
,1846501840,501840,846,1,אחזקת נכים בפנימיות ,"7,737,200","6,507,200","7,470,376",,,,,
,1846502840,502840,846,1,נכים במשפחות אומנה ,"221,000","126,700","207,720",,,,,
,1846503840,503840,846,1,מעונות ממשלתים שיקום ,"62,800",0,0,,,,,
,1846601840,601840,846,1,תעסוקה מוגנת למוגבל ,"396,400","579,700","670,000",,,,,
,1846602840,602840,846,1,מסגרותיום לילד המוגבל ,"365,100","226,100","364,000",,,,,
,1846603840,603840,846,1,מרכזי איבחון ושיקום ,0,"58,400",0,,,,,
,1846603940,603940,846,1,מרכזי איבחון ושיקום ,0,0,0,,,,,
,1846701840,701840,846,1,תוכניות לילד החריג ,"350,000","398,300","473,333",,,,,
,1846702840,702840,846,1,הסעות נכים ,"29,700","53,800","67,500",,,,,
,1846703710,703710,846,1,הסעות ,"500,000","519,900","700,000",,,,,
,1846703840,703840,846,1,מעון יום שיקומי לנכים ,"1,073,700","160,400",0,,,,,
,1846705840,705840,846,1,מרכז יום שיקומי לנכים ,"460,200","1,163,000","1,691,000",,,,,
,1846706840,706840,846,1,תוכנית מעבר לחרשים ,"51,700","35,900","64,000",,,,,
,1846707840,707840,846,1,תעסוקה נתמכת לנכים ,"116,000","154,900","235,000",,,,,
,1846708840,708840,846,1,נופשונים להבראה ,"16,300","12,600","17,000",,,,,
,1846709840,709840,846,1,חלופה למעון יום שיקומי ,0,"134,900","145,000",,,,,
,1846711840,711840,846,1,מועדונים לחרשים ,0,"2,600","3,100",,,,,
,1846801840,801840,846,1,מרכזי איבחון ושיקום ,"78,700","63,200","192,000",,,,,
,1846802780,802780,846,1,שיקום נכים בקהילה ,"13,300",0,0,,,,,
,1846802840,802840,846,1,שיקום נכים בקהילה ,"11,400","57,600","60,000",,,,,
,1846803780,803780,846,1,נכים קשים בקהילה ,"83,400","82,500","79,200",,,,,
,1846806780,806780,846,1,מועדונים לעיוור ,"21,900","9,700",0,,,,,
,1846806840,806840,846,1,מועדונים לעיוור ,"41,800","80,700","110,905",,,,,
,1846807840,807840,846,1,מרכז יום לנכים ,0,"43,100","53,733",,,,,
,1846808840,808840,846,1,ילדים עיוורים בקהילה ,"13,300","15,300","21,808",,,,,
,1846840410,840410,846,1,שכד' מרכז שיקום מקצוע ,"4,000",0,0,,,,,
,,,"846 סה""כ",,,"12,102,300","11,043,900","13,339,475",,,,,
,1847101780,101780,847,1,טיפול בנוער וצעירים ,"287,200","280,000","323,083",,,,,
,1847103780,103780,847,1,טיפול בנערות מצוקה ,"40,000","40,100","46,707",,,,,
,1847104840,104840,847,1,מקלטים לנשים מוכות ,"373,000","392,500","400,000",,,,,
,1847106840,106840,847,1,שהות במקלט לנערות ,"40,100","11,700","40,000",,,,,
,1847107780,107780,847,1,נוער חרדי ,0,0,"440,000",,,,,
,1847109840,109840,847,1,"פרוייקט עד""י ","446,600","441,200","458,000",,,,,
,1847110780,110780,847,1,בתים חמים לנערות ,"298,000","294,900","311,760",,,,,
,1847111840,111840,847,1,טיפול בנפגעי תקיפה מינית ,"3,300","-289,100","101,333",,,,,
,1847112840,112840,847,1,טיפול בנפגעי תקיפה מינית ,"20,000","12,100","33,853",,,,,
,1847201840,201840,847,1,מעונות חסות ,"150,000",0,0,,,,,
,1847301840,301840,847,1,סמים טיפול בקהילה ,"550,000","524,100","578,000",,,,,
,1847302780,302780,847,1,בדיקות למשתמש(סמים( ,"39,700","28,900","33,333",,,,,
,1847304780,304780,847,1,פרוייקטים לנגמלים ,0,0,0,,,,,
,1847305780,305780,847,1,מ.יום לנוער סמים ,0,"8,400","11,400",,,,,
,1847402840,402840,847,1,מפתן ממשלתי ,"14,500",0,0,,,,,
,1847403110,403110,847,1,שכר מפתן דמי אחזקה ,"1,700,000","1,101,300","1,365,000",,,,,
,1847403130,403130,847,1,שעות נוספות ,"58,000","23,700","29,200",,,,,
,1847403510,403510,847,1,מפתן אלונים ח+פ ,"89,800","84,800","100,000",,,,,
,1847403540,403540,847,1,מפתן טלפון ,"1,400","2,000","2,600",,,,,
,1847403780,403780,847,1,הוצ' שונות +שטרות ,"220,000","220,000","288,000",,,,,
,1847403840,403840,847,1,מפתן מקומי-החזקה ,0,"4,900","6,700",,,,,
,1847404780,404780,847,1,פעולות משלימות למפתנים ,"79,700","50,800","67,500",,,,,
,1847405780,405780,847,1,ת.למניעת אלימות במפתן ,0,0,"349,020",,,,,
,1847406840,406840,847,1,"מפתן כולל כ""א ","15,500",0,0,,,,,
,,,"847 סה""כ",,,"4,426,800","3,232,300","4,985,489",,,,,
,1848201780,201780,848,1,פיתוח תוכניות קהילתיות ,"8,300","16,500","22,300",,,,,
,1848202780,202780,848,1,עבודה קהילתית ,"63,100","137,100","30,000",,,,,
,1848205780,205780,848,1,הערכות חירום ,0,0,"400,000",,,,,
,1848301430,301430,848,1,חשמל ,"12,400","8,900","9,800",,,,,
,1848301780,301780,848,1,פעולות התנדבות הקהילה ,"9,800","4,000","5,300",,,,,
,1848303780,303780,848,1,יעוץ לאזרח ,"4,400","2,000","2,000",,,,,
,1848304780,304780,848,1,עמית למשפחה ,"102,400","84,000","94,500",,,,,
,1848500780,500780,848,1,שיקום שכונות תנופה ,"565,000","448,000","450,000",,,,,
,1848501780,501780,848,1,שיקום_שכונות פעולות ,"44,000","86,800","40,000",,,,,
,1848502110,502110,848,1,שכר עובדי שיקום שכונות ,"937,600","748,800","900,000",,,,,
,1848502130,502130,848,1,שנ ,"26,800","24,300","28,600",,,,,
,1848502320,502320,848,1,פיצויים ,0,0,0,,,,,
,,,"848 סה""כ",,,"1,773,800","1,560,400","1,982,500",,,,,
,18491840,1840,849,1,מעונות יום עולים ,"480,000","234,600","280,000",,,,,
,18492840,2840,849,1,נכים בפנימיה-עולים ,"104,900",0,"120,000",,,,,
,18495840,5840,849,1,טיפול בעיוורים-עולים ,"19,200","33,600","36,500",,,,,
,18499840,9840,849,1,מעש עולים ,"73,200","54,000","66,700",,,,,
,184910840,10840,849,1,מפגר בפנימיה -עולים ,"540,200","466,100","574,000",,,,,
,184911840,11840,849,1,משפחות עולים במצוקה ,"250,000","117,500","190,000",,,,,
,184912840,12840,849,1,ילדים בפנימיות עולים ,"648,100","1,445,500","2,238,504",,,,,
,184913760,13760,849,1,ילדים במצוקה ,"126,000","124,000","136,000",,,,,
,184913840,13840,849,1,ילדים במצוקה -עולים ,"36,800","22,600","30,500",,,,,
,184914780,14780,849,1,קשישים ,"120,000","106,400","120,000",,,,,
,184914840,14840,849,1,טיפול בזקנים -עולים ,"28,600","32,800","37,500",,,,,
,184916780,16780,849,1,תכנית מגשרים ,"70,700","73,400","97,333",,,,,
,184917780,17780,849,1,תוכניות קבוצתיות לעולים ,"22,900","12,100","16,400",,,,,
,184918110,18110,849,1,שכר עובדי שכונות עולים ,"228,700","187,500","232,000",,,,,
,184918130,18130,849,1,שנ ,"17,300","2,900","3,800",,,,,
,184919840,19840,849,1,מעון יום טיפולי ,"29,600","-4,900",0,,,,,
,184920840,20840,849,1,איבחון ושיקום נכים עולים ,"33,100","41,200","55,600",,,,,
,184923755,23755,849,1,טיפול באלימות עולים ,0,0,0,,,,,
,184924780,24780,849,1,מועדון עולים-העשרה לקשישי,0,"30,500","30,480",,,,,
,184925110,25110,849,1,שכר ,"960,000","900,300","1,120,000",,,,,
,184926780,26780,849,1,במעלה ,"189,000","189,100","191,808",,,,,
,184927780,27780,849,1,חומש לאתיופים פעולות ,"400,000","475,300","500,000",,,,,
,1849301780,301780,849,1,עולים נפגעי סמים ,0,0,0,,,,,
,,,"849 סה""כ",,,"4,378,300","4,544,500","6,077,125",,,,,
,185100810,810,851,1,השתתפויות מועצה דתית ,"7,666,000","7,687,800","7,666,000",,,,,
,,,"851 סה""כ",,,"7,666,000","7,687,800","7,666,000",,,,,
,186000110,110,860,1,מח קליטה ,"460,000","407,300","486,800",,,,,
,186000130,130,860,1,מח קליטה שעות נוספות ,"25,500","24,000","28,300",,,,,
,186000410,410,860,1,"שכ""ד קליטה ","80,000","52,400","62,900",,,,,
,186000450,450,860,1,אחזקת ציוד ,0,0,0,,,,,
,186000540,540,860,1,טלפון קליטה ,"2,700","4,600","6,200",,,,,
,186000580,580,860,1,הוצ'שונות קליטה ,"166,600","167,300","196,600",,,,,
,186000581,581,860,1,קליטה חברתית ,"720,000","841,400","700,000",,,,,
,186000750,750,860,1,קליטה ,"156,000","154,300","306,000",,,,,
,186000780,780,860,1,ביס לשחמט ,"150,000","76,400","190,000",,,,,
,186000781,781,860,1,עיר ללא אלימות ,"1,522,000","1,419,200","1,522,000",,,,,
,,,"860 סה""כ",,,"3,282,800","3,146,900","3,498,800",,,,,
,186100110,110,861,1,מוקד קליטה ,"1,200",500,600,,,,,
,186100130,130,861,1,שעות נוספות ,"4,000","1,400","1,900",,,,,
,186100210,210,861,1,מש זמניים ,"49,200","172,100","203,900",,,,,
,186100410,410,861,1,שכירות ,"81,400","46,200","62,000",,,,,
,186100450,450,861,1,אחזקת ציוד ,0,0,0,,,,,
,186100540,540,861,1,טלפון ,300,500,300,,,,,
,186100541,541,861,1,מוקד קליטה-טלאפון ,"2,500","4,100","5,500",,,,,
,186100580,580,861,1,שקום שכונות אושיות ,"3,600","3,300","3,600",,,,,
,186100755,755,861,1,מוקד קליטה-קנית שרו ,"260,000","219,200","260,000",,,,,
,186100780,780,861,1,הוצ-מוקד קליטה ,"640,000","631,600","790,000",,,,,
,,,"861 סה""כ",,,"1,042,200","1,078,900","1,327,800",,,,,
,186200760,760,862,1,פרוייקט בקהילה ,"1,300,000","1,298,700","1,300,000",,,,,
,186200780,780,862,1,להקת פרחי אדיס ,"1,500","2,700","3,600",,,,,
,,,"862 סה""כ",,,"1,301,500","1,301,400","1,303,600",,,,,
,191100110,110,911,1,מים משכורות כוללות ,"613,300","430,400","524,700",,,,,
,191100130,130,911,1,מים-שעות נוספות רשומות ,"74,500","42,100","53,700",,,,,
,191100530,530,911,1,מח' מים רכב ,"12,900","17,700",0,,,,,
,191100531,531,911,1,מח' מים דלק לרכב ,"43,700","18,000",0,,,,,
,191100533,533,911,1,מח המים ביטוח ,"32,400","15,000",0,,,,,
,191100536,536,911,1,ליסינג תפעולי ,0,"41,400",0,,,,,
,191100540,540,911,1,מים - טלפון ,0,0,0,,,,,
,191100541,541,911,1,מים מכשירי קשר ,"23,700","14,700",0,,,,,
,191100580,580,911,1,הוצאות אחרות ,"62,000","52,600",0,,,,,
,,,"911 סה""כ",,,"862,500","631,900","578,400",,,,,
,191200110,110,912,1,מים משכורות כוללות ,"1,400,000","1,161,900","1,391,600",,,,,
,191200130,130,912,1,מים שעות נוספות רשומות ,"93,800","70,100","83,800",,,,,
,191200210,210,912,1,מש ,"282,900","27,300","35,800",,,,,
,191200230,230,912,1,שעות נוספות ,"6,000",0,0,,,,,
,191200320,320,912,1,מים פיצויים ,"7,500",0,0,,,,,
,191200580,580,912,1,הוצ ק.מ ,0,0,0,,,,,
,,,"912 סה""כ",,,"1,790,200","1,259,300","1,511,200",,,,,
,191300110,110,913,1,מים-משכורות כוללות ,"980,600","812,100","962,600",,,,,
,191300130,130,913,1,מים שעות נוספות ר ,"110,000","105,400","126,600",,,,,
,191300210,210,913,1,מש ,0,0,0,,,,,
,191300230,230,913,1,מש זמ ,200,0,0,,,,,
,191300720,720,913,1,מים חומרים ,"103,400","102,800",0,,,,,
,191300730,730,913,1,מים דלק וחשמל לפעו ,"2,170,000","1,778,600",0,,,,,
,191300811,811,913,1,קרן איזון ,"2,560,000","1,920,000",0,,,,,
,1913100750,100750,913,1,קניית מים מקורות חר ,"53,000,000","52,938,300","9,000,000",,,,,
,1913100751,100751,913,1,טיהור מים ,"3,000,000","2,031,700",0,,,,,
,1913200750,200750,913,1,שרות אחזקה בארות ,"494,000","427,900",0,,,,,
,,,"913 סה""כ",,,"62,418,200","60,116,800","10,089,200",,,,,
,193100110,110,931,1,מנהל נכסים שכר ,"477,500","404,900","482,400",,,,,
,193100130,130,931,1,מנהל נכסים שכר ,"48,800","46,200","54,400",,,,,
,193100210,210,931,1,מש ,"650,000","691,100","813,500",,,,,
,193100430,430,931,1,נכסים ,"105,700","110,400","98,600",,,,,
,193100450,450,931,1,אחזקת ציוד ,0,0,0,,,,,
,193100536,536,931,1,דלק ליסינג ,"60,400","32,700","44,200",,,,,
,193100541,541,931,1,נכסים פלאפון ,0,"40,400","54,000",,,,,
,193100570,570,931,1,נכסים מיחשוב ,0,0,0,,,,,
,193100580,580,931,1,מנהל נכסים הוצ איר ,"120,000","85,700","120,000",,,,,
,,,"931 סה""כ",,,"1,462,400","1,411,400","1,667,100",,,,,
,193200780,780,932,1,דירות הוצאו אחרות ,"1,800","1,200","1,600",,,,,
,,,"932 סה""כ",,,"1,800","1,200","1,600",,,,,
,193300410,410,933,1,שכירות משרד הרישוי ,"220,000","229,800","220,000",,,,,
,,,"933 סה""כ",,,"220,000","229,800","220,000",,,,,
,193500780,780,935,1,קרקעות הוצאות אחרות ,"2,500","16,700","22,900",,,,,
,,,"935 סה""כ",,,"2,500","16,700","22,900",,,,,
,193700110,110,937,1,שווקים שכר ,"464,300","383,200","453,500",,,,,
,193700130,130,937,1,שעות נוספות ,"13,900","12,300","14,500",,,,,
,193700210,210,937,1,מש ,0,"17,100","15,000",,,,,
,193700430,430,937,1,שווקים חשמל ,"371,400","329,500","348,600",,,,,
,,,"937 סה""כ",,,"849,600","742,100","831,600",,,,,
,193800110,110,938,1,משכורות כוללות ,"2,600,000","2,464,200","2,943,500",,,,,
,193800130,130,938,1,שעות נוספות ,"125,000","57,400","69,000",,,,,
,193800210,210,938,1,מש ,"644,800","404,900","494,000",,,,,
,193800230,230,938,1,ש נ זמ ,"16,500","14,500","18,900",,,,,
,193800410,410,938,1,משרד הרשות -שכד ,"1,099,700","1,130,300","1,026,000",,,,,
,193800420,420,938,1,אחזקה תקונים ,"538,300","572,900","578,000",,,,,
,193800430,430,938,1,משרדי הרשות חשמל ,"773,400","739,100","673,000",,,,,
,193800434,434,938,1,בית העיריה נקיון ,"156,500","110,200","102,700",,,,,
,193800440,440,938,1,בית העיריה מזגנים ,"150,000","185,300","181,400",,,,,
,193800450,450,938,1,אחזקת ציוד ,"260,000","406,000","360,000",,,,,
,193800451,451,938,1,אחזקת מיחשוב ,"60,000","2,700","3,600",,,,,
,193800533,533,938,1,ביטוח רכב ,0,0,0,,,,,
,193800536,536,938,1,רכב_ליסינג ,"1,100","1,400","1,900",,,,,
,193800540,540,938,1,בית העיריה טלפון ,"25,000","128,900","145,800",,,,,
,193800541,541,938,1,משרדי הרשות מכשירי ק ,"800,000","863,000","815,000",,,,,
,193800542,542,938,1,משרדי הרשות דאר ,"600,000","752,200","752,000",,,,,
,193800570,570,938,1,אי .די. אס סלקום ,"18,900","7,200",0,,,,,
,193800580,580,938,1,הוצאות אחרות ,"90,000","133,100","135,000",,,,,
,193800750,750,938,1,שמירה בנין העירייה ,"351,900","334,400","358,900",,,,,
,193821110,21110,938,1,תיפעול ,0,0,0,,,,,
,,,"938 סה""כ",,,"8,311,100","8,307,700","8,658,700",,,,,
,193900540,540,939,1,תקשוב עיריה ,0,0,0,,,,,
,193900570,570,939,1,מחשוב עיריה ,0,"1,855,000","3,500,000",,,,,
,,,"939 סה""כ",,,0,"1,855,000","3,500,000",,,,,
,194000110,110,940,1,תחבורה מוסד שכר ,"2,300,000","2,807,600","3,187,100",,,,,
,194000120,120,940,1,תחבורה מוסד נילוות ,"5,700","4,700","6,100",,,,,
,194000130,130,940,1,"תחבורה -מוסד ש""נ ","244,800","414,400","464,600",,,,,
,194000210,210,940,1,מש ,0,0,0,,,,,
,194000450,450,940,1,אחזקת ציוד ,600,500,700,,,,,
,194000530,530,940,1,מוסך ,"72,400","60,700","75,500",,,,,
,194000531,531,940,1,דלק ,"28,600","26,600","28,600",,,,,
,194000533,533,940,1,ביטוח טסט ,"132,900","180,000","180,000",,,,,
,194000536,536,940,1,רכב ליסינג ,"264,900","191,200","190,000",,,,,
,194000540,540,940,1,טלפון - מוסך ,0,0,0,,,,,
,194000541,541,940,1,מכשירי קשר ,"6,200","10,800","10,900",,,,,
,194000580,580,940,1,הוצ' ,"15,000","27,700","26,900",,,,,
,194000750,750,940,1,שמירה -רכב ,"133,500","133,500","160,000",,,,,
,,,"940 סה""כ",,,"3,204,600","3,857,700","4,330,400",,,,,
,194300110,110,943,1,תנועה-משכורות כולל ,"3,406,200","3,052,900","3,647,400",,,,,
,194300130,130,943,1,"תנועה ש""נ רשומות לע ","284,500","325,500","1,389,000",,,,,
,194300210,210,943,1,תנועה שכר זמניים ,"673,700","443,500","524,100",,,,,
,194300230,230,943,1,שעות נוספות ,"23,900","39,700","45,200",,,,,
,194300430,430,943,1,חשמל ,100,"1,400","1,700",,,,,
,194300450,450,943,1,אחזקת ציוד ,0,0,0,,,,,
,194300530,530,943,1,מח תנועה רכב ,"5,100","24,900","33,600",,,,,
,194300531,531,943,1,דלק ,"11,800","22,100","25,400",,,,,
,194300533,533,943,1,מח תנועה רכב ,"11,300","37,900","25,200",,,,,
,194300536,536,943,1,השכרת רכב ,"112,300","107,300","115,000",,,,,
,194300540,540,943,1,תנועה טלפון ,900,"1,300",900,,,,,
,194300541,541,943,1,תנועה -מכשירי קשר ,"1,300","2,600","3,300",,,,,
,194300542,542,943,1,תנועה דאר ,0,0,0,,,,,
,194300550,550,943,1,פרסום תנועה ,"4,000",0,0,,,,,
,194300570,570,943,1,אוטומציה ,"65,500","102,600",0,,,,,
,194300580,580,943,1,הוצאות אחרות ,"50,000","49,100","50,000",,,,,
,194300750,750,943,1,תנועה עבודות קבלניות ,"103,000","91,100","103,000",,,,,
,194300751,751,943,1,עמלות חניה ,"4,580,000","6,389,700","5,300,000",,,,,
,194321110,21110,943,1,חניה ,0,0,0,,,,,
,,,"943 סה""כ",,,"9,333,600","10,691,600","11,263,800",,,,,
,197300750,750,973,1,"שפד""ן ","13,200,000","17,485,800",0,,,,,
,,,"973 סה""כ",,,"13,200,000","17,485,800",0,,,,,
