"הצעת   התקציב   הרגיל   לשנת   2014   בש""ח",,,,,,,,,
סעיף,פרק,ספר,,שם,סוג,אחוז השינוי מול 2013,הצעה,,
565,781100,1,,ציוד לעררי חניה,גמיש,-20.00%,"36,000","45,000","30,732.96"
571,781100,1,,"מיכון וענ""א       ",קשיח,-10.80%,"244,600","274,200","274,400.00"
580,781100,1,,שמאות ומדידות     ,גמיש,-20.00%,"6,400","8,000","1,404.00"
596,781100,1,,השתתפות בעזר 096  ,קשיח,8.19%,"911,200","842,200","793,859.18"
715,781100,1,,עבודות קבלניות-רכב,גמיש,-20.00%,800,"1,000",0
722,781100,1,,חמרים-תחזוקה עצמית,גמיש,-20.00%,"4,800","6,000","4,602.58"
744,781100,1,,מדים וציוד אישי   ,גמיש,0.00%,"46,800","46,800","45,535.80"
751,781100,1,,עבודות קבלניות    ,גמיש,0.00%,"4,100","4,100","4,100.00"
752,781100,1,,נקיון בקבלנות     ,קשיח,-22.67%,"46,400","60,000","52,361.71"
759,781100,1,,גרירות            ,גמיש,-20.00%,"6,400","8,000","3,360.00"
780,781100,1,,מבצעים מיוחדים    ,גמיש,0.00%,"25,000","25,000","23,749.57"
781,781100,1,,ארועים עירוניים   ,גמיש,0.00%,0,0,"1,169,806.82"
789,781100,1,,כביסה             ,גמיש,0.00%,"4,800","4,800","3,839.82"
794,781100,1,,השתתפות בעזר 094  ,קשיח,2.96%,"38,300","37,200","36,168.00"
932,781100,1,,רכישות חד-פעמיות  ,גמיש,-20.00%,"16,000","20,000","20,057.74"
781100  סך הכל ,,,,פיקוח  עירוני     ,,5.76%,"9,240,000","8,736,900","8,968,779.11"
0,781200,1,,רשות חניה         , ,,                ,                ,
541,781200,1,,משלוחים           ,קשיח,14.29%,"400,000","350,000","389,988.92"
544,781200,1,,הוצאות דאר        ,קשיח,-1.64%,"30,000","30,500","28,253.59"
561,781200,1,,שיכפולים          ,גמיש,-21.05%,"1,500","1,900","1,349.00"
562,781200,1,,הדפסות            ,גמיש,23.33%,"74,000","60,000","64,747.23"
570,781200,1,,עיבוד נתונים      ,קשיח,5.77%,"550,000","520,000","520,000.00"
758,781200,1,,מסופוני חניה,קשיח,0.00%,"120,000","120,000","85,227.00"
780,781200,1,,ניהול עררי חניה,גמיש,0.00%,"24,000","30,000",0
781200  סך הכל ,,,,רשות חניה         ,,7.83%,"1,199,500","1,112,400","1,089,565.74"
0,781300,1,,סיירת שיקמה, ,,                ,                ,
119,781300,1,,השכר הקובע-צוברת  ,שכר,-3.01%,"389,800","401,900",0
471,781300,1,,מכשירי כתיבה      ,גמיש,0.00%,"3,000","3,000","2,046.49"
561,781300,1,,שיכפולים          ,גמיש,-20.00%,"1,600","2,000",0
735,781300,1,,ליסינג,גמיש,0.00%,"100,000",0,
780,781300,1,,הפעלת סירת שיקמה,גמיש,0.00%,"20,000","20,000","16,264.76"
781300  סך הכל ,,,,סיירת שיקמה,,20.50%,"514,400","426,900","18,311.25"
0,782000,1,,בית המשפט העירוני , ,,                ,                ,
100,782000,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,782000,1,,השכר הקובע-תקציבית,שכר,1.76%,"462,200","454,200","428,907.67"
119,782000,1,,השכר הקובע-צוברת  ,שכר,9.02%,"638,000","585,200","459,559.96"
122,782000,1,,ביגוד             ,שכר,36.32%,"25,900","19,000","18,004.85"
126,782000,1,,דמי הבראה         ,שכר,26.07%,"50,300","39,900","55,617.50"
130,782000,1,,שעות נוספות       ,שכר,-5.26%,"59,400","62,700","60,781.60"
140,782000,1,,השתתפות באחזקת רכב,שכר,9.96%,"87,200","79,300","85,498.80"
253,782000,1,,קלדנית לשופטים    ,שכר,0.00%,0,0,"29,058.00"
410,782000,1,,שכר דירה ועד בית  ,קשיח,0.00%,"110,000","110,000","84,348.90"
420,782000,1,,כיבוי אש          ,גמיש,0.00%,"2,000","2,000",0
423,782000,1,,תחזוקת מבנה       ,קשיח,0.00%,0,0,
431,782000,1,,חשמל              ,קשיח,0.00%,"16,300","16,300","18,386.53"
432,782000,1,,מים               ,קשיח,0.00%,"2,300","2,300",0
433,782000,1,,חומרי נקיון       ,גמיש,-20.00%,"4,000","5,000",981.28
437,782000,1,,מנוי למוקד,קשיח,0.00%,"2,000","2,000","1,889.18"
441,782000,1,,ביטוח מבנים       ,קשיח,0.00%,0,0,0
450,782000,1,,ריהוט ואחזקתו     ,גמיש,-20.69%,"2,300","2,900",0
470,782000,1,,אחזקת מכונות משרד ,גמיש,-20.00%,"3,600","4,500","1,906.01"
471,782000,1,,מכשירי כתיבה      ,גמיש,0.00%,"36,000","36,000","24,646.32"
500,782000,1,,הוצאות מינהליות   , ,,,,0
511,782000,1,,אירוח וכיבוד      ,גמיש,-20.00%,"12,000","15,000","7,857.39"
512,782000,1,,"נסיעות ואש""ל      ",גמיש,0.00%,200,200,0
522,782000,1,,ספרים ועיתונים    ,גמיש,-21.05%,"1,500","1,900","1,230.00"
524,782000,1,,הדרכה,גמיש,0.00%,0,0,0
540,782000,1,,הוצאות טלפון      ,קשיח,0.00%,"10,000","10,000","4,954.78"
541,782000,1,,משלוחים           ,גמיש,0.00%,0,0,
544,782000,1,,הוצאות דאר        ,קשיח,0.00%,"120,600","120,600","94,353.97"
561,782000,1,,שיכפולים          ,גמיש,0.00%,0,0,
562,782000,1,,הדפסות            ,גמיש,-20.00%,"12,000","15,000","10,104.50"
571,782000,1,,"מיכון וענ""א       ",קשיח,-10.83%,"132,500","148,600","148,700.00"
580,782000,1,,משטרה הוצ'לפועל   ,קשיח,0.00%,"75,500","75,500","43,847.77"
700,782000,1,,הוצאות לפעולות    , ,,,,0
721,782000,1,,חמרים-תחזוקת מבנים,גמיש,0.00%,500,500,411.67
751,782000,1,,עבודות קבלניות    ,גמיש,166.67%,"4,000","1,500","1,399.00"
752,782000,1,,נקיון בקבלנות     ,קשיח,-10.40%,"26,700","29,800","27,787.65"
753,782000,1,,קלדנית לשופטים    ,קשיח,0.00%,0,0,
756,782000,1,,שמירה בקבלנות     ,קשיח,6.46%,"77,500","72,800","67,458.91"
780,782000,1,,השתת' בשכר שופטים ,קשיח,0.00%,"330,000","330,000","351,495.00"
781,782000,1,,השתתפות בשכר עדים ,גמיש,0.00%,0,0,0
794,782000,1,,השתתפות בעזר 094  ,קשיח,3.23%,"3,200","3,100","2,980.00"
870,782000,1,,השתת' בשכר שופטים ,קשיח,0.00%,0,0,0
871,782000,1,,השתתפות בשכר עדים ,גמיש,0.00%,"4,000","4,000","3,800.00"
782000  סך הכל ,,,,בית המשפט העירוני ,,2.75%,"2,311,700","2,249,800","2,035,967.24"
0,800000,1,,שרותים ממלכתיים   , ,,                ,                ,
0,811000,1,,מינהל החינוך      , ,,                ,                ,
0,811100,1,,מינהלת-חינוך פורמלי, ,,                ,                ,
100,811100,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,811100,1,,השכר הקובע-תקציבית,שכר,-5.62%,"1,545,900","1,637,900","1,553,794.32"
119,811100,1,,השכר הקובע-צוברת  ,שכר,24.39%,"4,447,900","3,575,900","3,279,829.19"
122,811100,1,,ביגוד             ,שכר,0.24%,"83,500","83,300","71,453.30"
126,811100,1,,דמי הבראה         ,שכר,0.98%,"184,600","182,800","154,140.65"
130,811100,1,,שעות נוספות       ,שכר,11.00%,"184,700","166,400","133,710.15"
140,811100,1,,השתתפות באחזקת רכב,שכר,11.56%,"588,700","527,700","513,320.10"
263,811100,1,,עובדי חברת מוסדות ,שכר,0.00%,"133,500","133,500","167,123.00"
264,811100,1,,סבלות וצביעה,שכר,0.00%,"100,000","100,000","60,423.00"
350,811100,1,,ליסינג - 62-152-60,שכר,-20.99%,"35,000","44,300","43,320.52"
351,811100,1,,הוצאות - 62-152-60,שכר,-13.79%,"25,000","29,000","25,298.50"
400,811100,1,,אחזקת בנינים וציוד, ,,,,0
432,811100,1,,מים               ,קשיח,0.00%,"1,800","1,800",0
435,811100,1,,השת' באחזקת מחשבים,קשיח,0.00%,"900,000","900,000","684,251.52"
436,811100,1,,אחזקת מזגנים      ,גמיש,0.00%,"350,000","350,000","341,097.00"
437,811100,1,,אחזקת הזעקה,קשיח,0.00%,"2,000","2,000","1,889.18"
438,811100,1,,ביטחון ובטיחות    ,גמיש,0.00%,"450,000","450,000","448,007.60"
470,811100,1,,אחזקת מכונות משרד ,גמיש,-20.00%,"12,000","15,000","8,081.33"
471,811100,1,,מכשירי כתיבה      ,גמיש,0.00%,"84,000","84,000","65,277.05"
492,811100,1,,השתתפות בעזר 092  ,קשיח,31.85%,"929,700","705,100","594,001.16"
500,811100,1,,הוצאות מינהליות   , ,,,,0
511,811100,1,,אירוח וכיבוד      ,גמיש,-16.80%,"20,800","25,000","24,999.40"
522,811100,1,,ספרים ועיתונים    ,גמיש,-20.00%,"2,400","3,000",545
544,811100,1,,הוצאות דאר        ,קשיח,0.00%,"63,300","63,300","53,634.05"
550,811100,1,,פירסומים          ,גמיש,-20.00%,"12,000","15,000","11,257.40"
551,811100,1,,מודעות והדבקתן    ,גמיש,-20.00%,"1,600","2,000",409
562,811100,1,,הדפסות            ,גמיש,-20.00%,"12,000","15,000","3,749.40"
571,811100,1,,"מיכון וענ""א       ",קשיח,-10.82%,"261,200","292,900","293,100.00"
583,811100,1,,שרותי הקלדה,גמיש,-20.00%,"24,000","30,000","16,747.00"
596,811100,1,,השתתפות בעזר 096  ,קשיח,-3.77%,"10,200","10,600","10,028.00"
700,811100,1,,הוצאות לפעולות    , ,,,,0
710,811100,1,,הובלות אינוונטר   ,גמיש,-20.00%,"60,000","75,000","24,684.00"
750,811100,1,,עבודות פיתוח      ,גמיש,0.00%,"240,000","240,000","236,644.09"
751,811100,1,,תיקוני שמשות      ,גמיש,13.21%,"60,000","53,000","58,391.00"
752,811100,1,,נקיון בקבלנות     ,קשיח,260.85%,"380,700","105,500","106,203.16"
754,811100,1,,עבודות איטום,גמיש,0.00%,"400,000","400,000","298,251.00"
756,811100,1,,שמירה בקבלנות     ,קשיח,18.69%,"154,300","130,000","129,999.21"
757,811100,1,,בדיקת מבנים מסוכנים,קשיח,0.00%,"5,000","5,000",0
758,811100,1,,עבודות חב' כלכלית,גמיש,0.00%,"250,000","250,000","288,740.59"
763,811100,1,,עובדי חברת מוסדות ,קשיח,0.00%,,,0
780,811100,1,,ארועים-מינהל חינוך,גמיש,-20.00%,"36,000","45,000","25,583.44"
781,811100,1,,"פעולות סמנכ""ל",גמיש,-20.00%,"8,000","10,000","7,091.81"
782,811100,1,,כנס חולון לחינוך,גמיש,3.33%,"620,000","600,000","468,000.00"
783,811100,1,,פעילות ועד הורים,גמיש,0.00%,"7,700","7,700","7,699.71"
784,811100,1,,פעולות שונות,גמיש,-14.29%,"60,000","70,000","66,014.61"
785,811100,1,,דירת חיילות,גמיש,6.67%,"80,000","75,000","69,519.79"
786,811100,1,,יועץ בטיחות למתקני ספורט,גמיש,0.00%,"90,000","90,000",0
787,811100,1,,בדיקת ואחז' מתקני ספורט,גמיש,0.00%,"110,000","110,000",0
794,811100,1,,השתתפות בעזר 094  ,קשיח,2.80%,"40,400","39,300","38,157.00"
810,811100,1,,מלגות לפולין,גמיש,0.00%,"360,000","360,000","164,564.60"
850,811100,1,,מלגות             ,גמיש,10.00%,"748,000","680,000","303,479.90"
852,811100,1,,מלגות למצטיינים            ,גמיש,6.67%,"160,000","150,000","168,000.00"
930,811100,1,,מחשב לכל ילד,גמיש,-32.27%,"152,400","225,000","39,074.40"
931,811100,1,,חול ובטיחות ספורט,גמיש,-10.00%,"180,000","200,000","200,000.00"
932,811100,1,,הוצ' כנגד ילדי חוץ,קשיח,0.00%,"170,000","170,000","67,889.00"
933,811100,1,,"שמ""ש כללי",גמיש,0.00%,"480,000","480,000","388,975.50"
934,811100,1,,מזנונים ( מהכנסות ),גמיש,14.29%,"80,000","70,000","55,708.73"
935,811100,1,,"העברה לבי""ס-ממזנונים",גמיש,-14.29%,"300,000","350,000","315,149.77"
936,811100,1,,בטיחות בדרכים,גמיש,36.03%,"428,500","315,000","227,851.90"
937,811100,1,,"שמ""ש - מיחשוב",גמיש,0.00%,0,0,"302,530.38"
938,811100,1,,"שמ""ש-ניהול עצמי",קשיח,15.38%,"75,000","65,000","65,000.00"
939,811100,1,,"הסכם תוכנות בי""ס",קשיח,0.00%,"300,000","300,000","223,333.38"
940,811100,1,,"מנב""סים",גמיש,-20.00%,"160,000","200,000","52,163.81"
941,811100,1,,הוצאות כנגד הכנסות,גמיש,42.86%,"500,000","350,000","183,296.34"
961,811100,1,,רז' פעולות ורכישות,גמיש,-20.00%,"80,000","100,000","99,998.23"
811100  סך הכל ,,,,מינהלת-חינוך פורמלי,,9.36%,"17,241,800","15,766,000","13,241,482.17"
0,811200,1,,יוזמות חינוכיות   , ,,                ,                ,
780,811200,1,,עיר פעילה ובריאה,גמיש,0.00%,"1,000,000","1,000,000","478,161.50"
781,811200,1,,עיר בריאה ומקיימת,גמיש,0.00%,"200,000","200,000",0
782,811200,1,,עיר בריאה - הגנת הסביבה,גמיש,0.00%,"66,300",0,0
783,811200,1,,עיר בריאה-רשות ניקוז ירקון,גמיש,0.00%,"12,500",0,0
812,811200,1,,השתת' בפרוייקט קרב,קשיח,25.44%,"8,747,000","6,973,000","6,979,971.79"
813,811200,1,,"קרן רש""י         ",קשיח,6.67%,"374,200","350,800","290,601.53"
811200  סך הכל ,,,,יוזמות חינוכיות   ,,22.01%,"10,400,000","8,523,800","7,748,734.82"
0,811300,1,,יוזמות ראש מינהל, ,,                ,                ,
780,811300,1,,פעולות,גמיש,-20.00%,"139,200","174,000","175,332.61"
784,811300,1,,"הכשרת בי""ס HTH",גמיש,-5.00%,"950,000","1,000,000","745,607.72"
952,811300,1,,"יוזמות תשע""ד    ",גמיש,-20.00%,"160,000","200,000","-19,200.00"
981,811300,1,,מרכז איבחון בוקר,גמיש,-11.11%,"1,600,000","1,800,000","930,000.00"
982,811300,1,,מרכז איבחון,גמיש,0.00%,"1,450,000","1,450,000","1,450,000.00"
811300  סך הכל ,,,,יוזמות ראש מינהל,,-7.02%,"4,299,200","4,624,000","3,281,740.33"
0,811301,1,,יוזמות אגף אירגון, ,,                ,                ,
780,811301,1,,פעולות,גמיש,-20.00%,"320,000","400,000","385,370.88"
811301  סך הכל ,,,,יוזמות אגף אירגון,,-20.00%,"320,000","400,000","385,370.88"
0,811304,1,,יוזמות גני ילדים, ,,                ,                ,
110,811304,1,,השכר הקובע-תקציבית,שכר,0.00%,0,0,"6,433.31"
210,811304,1,,השכר הקובע,שכר,0.00%,0,0,574.25
780,811304,1,,פעולות,גמיש,-20.00%,"240,000","300,000","287,051.72"
781,811304,1,,פעולות כנגד הכנסות,גמיש,42.86%,"100,000","70,000",0
811304  סך הכל ,,,,יוזמות גני ילדים,,-8.11%,"340,000","370,000","294,059.28"
0,811305,1,,יוזמות יסודי, ,,                ,                ,
118,811305,1,,שכר עובדי הוראה,שכר,0.00%,"1,000,000","1,000,000","585,072.38"
119,811305,1,,השכר הקובע-צוברת,שכר,-19.74%,"342,400","426,600","206,990.05"
210,811305,1,,השכר הקובע,שכר,0.00%,0,0,"39,550.94"
759,811305,1,,שרותי סייעות,קשיח,0.00%,0,0,"176,058.76"
780,811305,1,,פעולות,גמיש,-0.77%,"830,000","836,400","836,374.91"
781,811305,1,,"בתי""ס מוזיקליים",גמיש,52.78%,"1,100,000","720,000","709,961.00"
782,811305,1,,קבוץ מחנכים,גמיש,0.00%,"220,000","220,000","70,000.00"
783,811305,1,,יחודיות בית ספרית,גמיש,-33.33%,"200,000","300,000","283,683.00"
784,811305,1,,מועדון הטייסת - קרן רמון,גמיש,0.00%,"80,000",0,
811305  סך הכל ,,,,יוזמות יסודי,,7.69%,"3,772,400","3,503,000","2,907,691.04"
0,811306,1,,יוזמות פרט, ,,                ,                ,
210,811306,1,,השכר הקובע,שכר,0.00%,0,0,"3,510.89"
780,811306,1,,פעולות,גמיש,0.00%,"320,000","320,000","312,983.01"
811306  סך הכל ,,,,יוזמות פרט,,0.00%,"320,000","320,000","316,493.90"
0,811308,1,,יוזמות רווחה חינוכית, ,,                ,                ,
210,811308,1,,השכר הקובע,שכר,0.00%,0,0,"46,349.04"
780,811308,1,,פעולות,גמיש,-20.00%,"108,000","135,000","88,650.00"
811308  סך הכל ,,,,יוזמות רווחה חינוכית,,-20.00%,"108,000","135,000","134,999.04"
0,811309,1,,יוזמות נוער, ,,                ,                ,
780,811309,1,,פעולות,גמיש,-43.70%,"197,600","351,000","168,170.33"
811309  סך הכל ,,,,יוזמות נוער,,-43.70%,"197,600","351,000","168,170.33"
0,811400,1,,מניעת אלימות וסמים, ,,,,
110,811400,1,,השכר הקובע-תקציבית,שכר,8.57%,"182,400","168,000","164,466.54"
119,811400,1,,השכר הקובע-צוברת,שכר,37.81%,"446,100","323,700","308,707.72"
122,811400,1,,ביגוד             ,שכר,7.81%,"6,900","6,400","5,387.15"
126,811400,1,,דמי הבראה         ,שכר,-2.29%,"17,100","17,500","13,860.00"
130,811400,1,,שעות נוספות       ,שכר,32.22%,"35,700","27,000","24,669.45"
140,811400,1,,השתתפות באחזקת רכב,שכר,-31.83%,"46,900","68,800","64,005.25"
780,811400,1,,פעולות,גמיש,0.00%,"1,630,000","1,630,000","1,505,383.43"
781,811400,1,,עיר ללא אלימות,גמיש,0.00%,"140,000","140,000","1,208,641.42"
811400  סך הכל ,,,,מניעת אלימות וסמים,,5.19%,"2,505,100","2,381,400","3,295,120.96"
0,812000,1,,חינוך קדם יסודי   , ,,                ,                ,
0,812200,1,,גני ילדים         , ,,                ,                ,
100,812200,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,812200,1,,השכר הקובע-תקציבית,שכר,-16.68%,"4,652,300","5,583,900","5,511,015.45"
119,812200,1,,השכר הקובע-צוברת  ,שכר,4.08%,"229,800","220,800","203,105.40"
122,812200,1,,ביגוד             ,שכר,-7.54%,"166,700","180,300","152,356.20"
126,812200,1,,דמי הבראה         ,שכר,-9.94%,"342,300","380,100","1,394,324.68"
130,812200,1,,שעות נוספות       ,שכר,0.00%,0,0,22
200,812200,1,,שכר עובדים ללא תקן, ,,,,0
400,812200,1,,אחזקת בנינים וציוד, ,,,,0
420,812200,1,,כיבוי אש          ,גמיש,12.50%,"90,000","80,000","53,871.00"
