חשבון ,שם חשבון ,מחלקה , ביצוע 2014 , תקציב 2015 מעודכן , הצעת תקציב 2016  
1712100511,אירוח וכיבוד ,52100," 7,955 "," 9,900 "," 9,900 "
1712100540,הוצאות תקשורת ,52100," 77,309 "," 92,268 "," 84,150 "
1712100550,פרסום והדפסות ,52100," 5,027 "," 8,910 "," 8,910 "
1712100561,צילום מסמכים ,52100," 2,965 "," 10,890 "," 10,395 "
1712100580,הוצאות אירגוניות ,52100, 885 , 990 , 990 
1712100731,דלק ,52100," 223,222 "," 235,208 "," 196,020 "
1712100735,שכירת רכב ,52100," 445,593 "," 461,723 "," 505,269 "
1712100743,רכישת ציוד בטיחות אישי ,52100, -   ," 1,485 "," 1,485 "
1712100747,ביגוד לצרכי עבודה ,52100, -   ," 12,177 "," 12,177 "
1712100780,הוצאות לפעולה ,52100," 1,253 "," 1,485 "," 3,465 "
1712200110,שכר קובע ,52200," 4,257,368 "," 4,090,667 "," 4,446,035 "
1712200120,תוספות שאינן בשכר קובע ,52200," 2,173,827 "," 3,132,814 "," 2,428,215 "
1712200130,שעות נוספות ,52200," 59,606 "," 26,404 "," 26,352 "
1712200140,החזר הוצאות ,52200," 202,641 "," 198,548 "," 229,234 "
1712200181,הפרשות סוציאליות ,52200," 1,123,670 "," 1,070,182 "," 1,222,440 "
1712200182,מיסים ועלויות ,52200," 505,344 "," 480,562 "," 538,709 "
1712200420,תחזוקת מבנים ,52200," 5,000 "," 59,400 "," 49,500 "
1712200433,חומרי נקיון ,52200, -   ," 9,900 ", -   
1712200441,ביטוח רכב ,52200," 20,610 "," 19,008 "," 5,940 "
1712200731,דלק ,52200," 2,103 "," 4,304 ", -   
1712200732,תיקוני רכב ,52200," 4,159 "," 4,455 "," 1,485 "
1712200733,אגרת רישוי רכב ,52200, 575 ," 1,128 ", 643 
1712200743,רכישת כלים מכשירים וציוד ,52200," 52,408 "," 103,950 "," 118,800 "
1712200747,ביגוד לצרכי עבודה ,52200, -   ," 34,650 "," 34,650 "
1712200752,נקיון עיר עתיקה ואזור ת.ז,52200, -   , -   , -   
1712200753,נקיון רחובות ידני ,52200," 25,601,900 "," 26,754,866 "," 27,950,479 "
1712200757,טיאוט רחובות מכני ,52200," 3,329,407 "," 3,635,132 "," 3,863,751 "
1712200780,מבצע נקיון עירוני ,52200," 11,776 "," 94,050 "," 1,089,000 "
1712200930,רכישת ציוד יסודי ,52200," 9,296 "," 78,500 "," 123,750 "
1712201986,ה.מ.הדברת עשביה בקבלנות ,52200, -   , -   , -   
1212300220,חובות אגרת פינוי אשפה ,52300," -95,622 "," -69,000 "," -70,000 "
1212300221,אגרת פינוי אשפ.ממפעלים ,52300, -   , -   , -   
1212300491,אתר פסולת בניין ,52300," -1,493,696 "," -1,200,000 "," -900,000 "
1212300620,מכירת משאית אשפה ,52300, -   , -   , -   
1212300690,הכנסות ממיחזור ,52300," -2,360 "," -1,700,000 "," -1,300,000 "
1212300691,הכנסות מחילוץ פסולת אריזו,52300, -   , -   , -   
1212300692,פינוי פסולת טקסטיל ,52300, -   , -   , -   
1212300693,פינוי אתרי גרוטאות ,52300, -   , -   , -   
1212300991,תמריץ בית אב-הגנת הסביבה ,52300, -   ," -12,500,000 "," -10,000,000 "
1212310994,שיקום מפגעי פסולת בנייה ,52300," -750,000 ", -   , -   
1712300110,שכר קובע ,52300," 3,173,017 "," 3,206,208 "," 3,359,293 "
1712300120,תוספות שאינן בשכר קובע ,52300," 1,834,556 "," 1,909,630 "," 2,054,245 "
1712300130,שעות נוספות ,52300," 144,444 "," 92,695 "," 92,517 "
1712300140,החזר הוצאות ,52300," 135,907 "," 140,176 "," 103,874 "
1712300181,הפרשות סוציאליות ,52300," 958,553 "," 1,021,779 "," 1,054,895 "
1712300182,מיסים ועלויות ,52300," 399,244 "," 420,994 "," 421,487 "
1712300434,נקיון משרדים-פינוי אשפה ,52300, -   ," 22,000 "," 30,585 "
1712300440,ביטוח שבר מכני-דחסנים ,52300," 10,942 "," 9,801 ", -   
1712300441,ביטוח רכב ,52300," 6,156 ", -   , -   
1712300511,כיבוד ,52300," 1,342 "," 6,732 "," 6,732 "
1712300561,צילום מסמכים ,52300, -   ," 1,584 "," 1,485 "
1712300731,דלק ,52300," 10,967 ", -   , -   
1712300732,תיקוני רכב ,52300, -   , -   , -   
1712300733,אגרת רישוי רכב ,52300, -   , -   , -   
1712300735,השכרת רכב תפעולי ,52300," 2,576,130 "," 2,613,600 "," 2,580,010 "
1712300741,השכרת כלים וציוד ,52300," 101,952 "," 105,979 "," 132,625 "
1712300743,רכישת כלים מכשירים וציוד ,52300," 1,110 "," 9,900 "," 14,850 "
1712300744,חלקי חילוף לכלי אצירה ,52300," 70,433 "," 148,500 "," 168,300 "
1712300747,ביגוד לצרכי עבודה ,52300, -   ," 9,900 "," 9,900 "
1712300751,פינוי והטמנת אסבסט ,52300, -   , -   , -   
1712300754,נקיון כלי אצירה ומשטחים ,52300, -   ," 2,970 ", -   
1712300756,פינוי כלי אצירה וגזם ,52300," 22,575,113 "," 24,188,581 "," 28,227,945 "
1712300757,פינוי פסלת למחזור ,52300, -   ," 1,700,000 "," 1,237,500 "
1712300758,פינוי פסולת בניין ,52300," 396,553 "," 635,000 "," 584,100 "
1712300759,פינוי חומרים מסוכנים ,52300, -   , -   , -   
1712300760,הטמנת אשפה ופסלת-עיריה ,52300," 868,934 "," 1,323,982 "," 912,652 "
1712300762,הטמנת אשפה וגזם ,52300," 5,058,673 "," 6,722,304 "," 6,632,303 "
1712300763,הטמנת פסולת בנין-דודאים ,52300," 49,904 "," 53,826 "," 55,941 "
1712300769,שירות לאומי ,52300, -   , -   , -   
1712300780,תשלום היטל הטמנה ,52300," 12,183,669 "," 14,810,657 "," 15,687,941 "
1712300930,רכישת ציוד יסודי ,52300," 36,165 "," 98,500 "," 148,500 "
1712310731,דלק ,52300," 12,920 "," 27,332 "," 20,021 "
1712310735,השכרת רכב-מחזור ,52300," 82,566 "," 86,088 "," 67,994 "
1712310752,פריסת מערך המיחזור ,52300, -   , -   , -   
1712310753,פועלי אשפה-קבלן ,52300," 1,299,561 "," 1,386,000 "," 1,488,708 "
1712310754,שיקום מפגעי פסולת בנייה ,52300," 750,000 ", -   , -   
1712310755,איסוף ופינוי פסלת למיחזור,52300, -   , -   , -   
1712310756,קיצוץ גזם ,52300, -   ," 67,000 ", -   
1712500420,תחזוקת מבנים ,52400, -   ," 4,950 "," 4,950 "
1712500431,חשמל ,52400, -   ," 1,782 ", -   
1712500432,מים ,52400," 23,672 "," 32,967 "," 19,899 "
1712500440,ביטוח מבנה ותכולה ,52400," 4,194 "," 3,762 "," 3,762 "
1215300991,מפגעי שפכי חברון ,54200," -561,787 "," -514,658 "," -288,707 "
1715300105,עובדים זמניים ,54200," 1,664 ", -   , -   
1715300110,שכר קובע ,54200," 259,654 "," 280,574 "," 410,055 "
1715300120,תוספות שאינן בשכר קובע ,54200," 31,344 "," 37,179 "," 38,533 "
1715300130,שעות נוספות ,54200," 33,680 "," 21,293 "," 21,252 "
1715300140,החזר הוצאות ,54200," 56,964 "," 58,033 "," 66,760 "
1715300181,הפרשות סוציאליות ,54200," 74,277 "," 81,594 "," 111,541 "
1715300182,מיסים ועלויות ,54200," 28,831 "," 31,334 "," 41,223 "
1715300420,תחזוקת מבנים ,54200, -   , 495 , -   
1715300433,חומרי נקיון ,54200," 1,037 "," 1,188 "," 1,188 "
1715300470,ציוד משרדי ,54200," 1,040 ", -   , -   
1715300511,אירוח וכיבוד ,54200," 1,034 "," 1,267 "," 1,089 "
1715300540,הוצאות תקשורת ,54200," 1,719 "," 2,079 "," 2,475 "
1715300580,היתר רעלים ,54200, -   , -   , -   
1715300722,חומרי הדברה וריסוס ,54200," 162,566 "," 182,103 "," 183,556 "
1715300731,דלק ,54200," 23,173 "," 23,471 "," 19,602 "
1715300735,השכרת רכב ,54200," 84,479 "," 74,250 "," 67,431 "
1715300742,תיקון מכשירי ריסוס ,54200," 2,856 "," 10,890 "," 7,796 "
1715300743,רכישת כלים מכשירים וציוד ,54200," 2,653 "," 13,860 "," 9,900 "
1715300747,ביגוד לצרכי עבודה ,54200, 295 ," 1,782 "," 1,782 "
1715300751,הדברת יתושים בקבלנות ,54200," 433,886 "," 540,007 "," 522,491 "
1715300752,חפירת תעלות ,54200," 154,336 "," 158,400 "," 123,750 "
1420000220,אגרת שחיטה ,55100," -221,100 "," -210,000 "," -209,460 "
1922000780,הוצאות אחרות לפעולה ,55100, 210 ," 1,485 "," 1,485 "
1214300220,אגרת הסגרת כלבים ,55200," -335,163 "," -250,000 "," -180,000 "
1214300221,אגרת חיסון ,55200," -115,947 "," -115,000 "," -131,500 "
1214300222,אגרת חיסון ורשיון לכלבים ,55200, -   , -   , -   
1214300223,המתת כלבים בחסד ,55200, -   , -   , -   
1214300290,אגרת רשיונות לכלבים ,55200," -719,903 "," -800,000 "," -700,000 "
1214300490,קנסות חוקי עזר ,55200, -   ," -80,000 ", -   
1214300960,השתת.מ.חקלאות-חתולי רחוב ,55200," -200,000 "," -200,000 "," -200,000 "
1714300105,עובדים זמניים ,55200, -   ," 49,000 "," 112,860 "
1714300110,שכר קובע ,55200," 257,038 "," 247,883 "," 272,444 "
1714300120,תוספות שאינן בשכר קובע ,55200," 100,492 "," 90,546 "," 85,020 "
1714300130,שעות נוספות ,55200," 10,709 "," 8,338 "," 8,320 "
1714300140,החזר הוצאות ,55200," 10,289 "," 9,875 "," 19,825 "
1714300181,הפרשות סוציאליות ,55200," 60,680 "," 58,684 "," 63,846 "
1714300182,מיסים ועלויות ,55200," 28,577 "," 27,454 "," 28,918 "
1714300410,דמי שכירות למבנה כלביה ,55200," 198,240 "," 200,182 "," 198,495 "
1714300420,תחזוקת מבנים ,55200," 17,726 "," 19,800 "," 29,700 "
1714300431,חשמל ,55200," 48,008 "," 54,450 "," 50,490 "
1714300432,מים ,55200," 17,562 "," 35,640 "," 26,037 "
1714300433,חומרי נקיון ,55200," 2,788 "," 4,950 "," 9,900 "
1714300434,שירותי נקיון ,55200," 48,083 "," 56,293 "," 61,169 "
1714300440,ביטוח תכולה ,55200," 10,413 "," 9,306 "," 9,306 "
1714300441,ביטוח רכב ,55200," 1,130 "," 1,188 "," 1,188 "
1714300470,ציוד משרדי ,55200," 3,471 ", -   , -   
1714300511,אירוח וכיבוד ,55200," 3,239 "," 5,395 "," 5,445 "
1714300540,הוצאות תקשורת ,55200," 30,244 "," 30,591 "," 31,680 "
1714300550,פרסום והדפסות ,55200," 12,006 "," 16,830 "," 16,830 "
1714300561,צילום מיסמכים ,55200," 1,532 "," 3,465 "," 2,970 "
1714300575,רישוי תוכנות ,55200," 8,956 "," 9,672 "," 9,591 "
1714300720,חומרי חיסון ,55200," 139,236 "," 188,100 "," 178,200 "
1714300721,חומרי הרדמה וחיטוי ,55200," 39,885 "," 64,350 "," 59,400 "
1714300722,מזון לבעלי חיים ,55200," 45,114 "," 74,250 "," 70,290 "
1714300723,תרופות למרפאה וטרינרית ,55200," 39,044 "," 44,550 "," 49,500 "
1714300731,דלק ,55200," 58,888 "," 59,735 "," 52,380 "
1714300732,תיקוני רכב ,55200, 638 ," 5,247 "," 2,475 "
1714300733,אגרת רכב ,55200, 101 , 128 , 198 
1714300735,שכירת רכב תפעולי ,55200," 60,197 "," 64,580 "," 66,065 "
1714300743,רכישת כלים מכשירים וציוד ,55200," 50,546 "," 77,600 "," 84,150 "
1714300745,שבבים לסימון אלקטרוני ,55200, -   ," 8,415 "," 6,930 "
1714300747,ביגוד לצרכי עבודה ,55200, -   ," 5,346 "," 5,346 "
1714300750,המתת כלבים בחסד ,55200, -   , -   , -   
1714300751,שמירה בקבלנות ,55200," 345,310 "," 359,221 "," 362,208 "
1714300753,"פרוייקט ""טיפול חתולי רחוב",55200," 93,364 "," 198,000 "," 198,000 "
1714300755,טיפול בחתולי רחוב ,55200," 153,123 "," 198,000 "," 198,000 "
1714300756,שירותים וטרינריים ,55200, 420 ," 7,920 "," 6,930 "
1714300780,הוצאות אחרות לפעולה ,55200," 9,745 "," 11,880 "," 11,880 "
1714300781,רישוי כלבים-משרד החקלאות ,55200," 38,740 "," 39,600 "," 39,600 "
1714300782,ימי אימוץ ,55200, -   , -   ," 79,200 "
1214200291,בדיקות משנה מזון טרי ,55300," -118,079 "," -120,000 "," -120,000 "
1214200490,דמי שירות בדיקות משנה ,55300, -   , -   , -   
1214200495,דמי בדיקה בשר קפוא ,55300, -   , -   , -   
1214200496,דמי בדיקת דגים ,55300," -138,313 "," -160,000 "," -140,000 "
1214200497,דמי בדיקת עופות ,55300," -198,657 "," -200,000 "," -180,000 "
1714200105,עובדים זמניים ,55300, -   ," 8,100 ", -   
1714200110,שכר קובע ,55300," 1,694,747 "," 1,652,211 "," 1,939,109 "
1714200120,תוספות שאינן בשכר קובע ,55300," 76,071 "," 48,179 "," 96,455 "
1714200130,שעות נוספות ,55300," 34,517 "," 28,727 "," 28,671 "
1714200140,החזר הוצאות ,55300," 217,974 "," 192,611 "," 212,350 "
1714200181,הפרשות סוציאליות ,55300," 383,949 "," 377,496 "," 449,830 "
1714200182,מיסים ועלויות ,55300," 154,673 "," 150,901 "," 175,012 "
1714200440,ביטוח אחריות מקצועית ,55300," 9,527 "," 8,514 "," 8,514 "
1714200523,דמי חבר בארגונים ,55300," 2,084 "," 2,277 "," 2,475 "
1714200540,הוצאות תקשורת ,55300," 4,735 "," 5,445 "," 5,445 "
1714200731,דלק ,55300, -   ," 5,375 "," 18,385 "
1714200735,השכרת רכב ,55300, -   ," 15,000 "," 37,708 "
1714200769,שירות לאומי ,55300," 18,860 "," 18,810 "," 18,810 "
1246000540,החזרי ביטוח ,56100, -   , -   , -   
1246100790,"שיפוץ פארק רמון-קרן ב""ש ",56100, -   , -   , -   
1746000110,שכר קובע ,56100," 1,530,442 "," 1,736,648 "," 1,749,267 "
1746000120,תוספות שאינן בשכר קובע ,56100," 309,912 "," 355,931 "," 300,018 "
1746000130,שעות נוספות ,56100," 56,046 "," 36,487 "," 36,416 "
1746000140,החזר הוצאות ,56100," 443,291 "," 475,795 "," 481,512 "
1746000181,הפרשות סוציאליות ,56100," 407,770 "," 465,927 "," 465,649 "
1746000182,מיסים ועלויות ,56100," 176,680 "," 198,947 "," 193,572 "
1746000288,השתתפות בשי לחגים ,56100," 19,873 ", -   , -   
1746000420,תחזוקת מבנים ,56100, -   , -   , -   
1746000431,חשמל ,56100," 9,903 ", -   , -   
1746000433,חומרי ניקיון ,56100, -   , -   , -   
1746000434,שירותי נקיון ,56100, -   , -   , -   
1746000440,ביטוח מבנה ותכולה ,56100, -   , -   , -   
1746000470,ציוד משרדי ,56100," 1,973 ", -   , -   
1746000511,אירוח וכיבוד ,56100," 1,719 "," 2,475 "," 2,970 "
1746000512,"אש""ל ונסיעות ",56100, -   , -   , -   
1746000522,ספרות מקצועית ,56100, -   , -   , -   
1746000523,דמי חבר בארגונים ,56100, -   , -   , -   
1746000540,הוצאות תקשורת ,56100," 23,828 "," 28,710 "," 25,740 "
1746000561,צילום מסמכים ,56100," 2,859 "," 2,970 "," 2,970 "
1746000725,חומרי אינסטלציה וטיפטוף ,56100, -   , -   , -   
1746000728,חומרים גדרות מעקות ,56100, -   ," 8,910 ", -   
1746000731,דלק ,56100," 19,478 "," 38,766 "," 35,392 "
1746000735,שכירת רכב ,56100," 40,632 "," 87,703 "," 86,446 "
1746000742,תיקון כלי עבודה ,56100, -   ," 4,900 "," 6,930 "
1746000743,כלי עבודה וציוד כללי ,56100," 10,059 "," 6,850 "," 9,900 "
1746000747,ביגוד לצרכי עבודה ,56100, -   ," 6,435 "," 6,435 "
1746000751,אחזקת שטחי גינון ,56100," 14,184,072 "," 15,909,919 "," 16,646,546 "
1746000752,גיזום ,56100," 118,350 "," 272,000 "," 326,700 "
1746000754,פיקוח על אחזקת שטחי גינון,56100, -   ," 315,414 "," 309,631 "
1746000755,אחזקת מע' השקיה ממוחשבת ,56100," 325,092 "," 346,664 "," 356,400 "
1746000756,בדיקות מעבדה ,56100, -   , -   , -   
1746000757,עבודות מסגרות ואינסטלציה ,56100," 5,362 "," 71,280 "," 79,200 "
1746000758,"עבודות רג""י בקבלנות ",56100," 472,254 "," 197,200 "," 693,000 "
1746000769,שירות לאומי ,56100, -   ," 18,810 "," 18,810 "
1746000772,מים להשקיה ,56100," 12,089,106 "," 10,851,835 "," 10,692,000 "
1746000780,השתת.באחזקת גינות קהילתיו,56100," 35,421 "," 49,500 "," 44,550 "
1746000782,הוצאות אחרות לפעולה ,56100, -   ," 1,980 "," 3,960 "
1746100750,שיפוץ פארק רמון ,56100, -   , -   , -   
1746400442,שיפוי עבור נזקים ,56100, -   , -   , -   
1746400750,אחזקת מתקני משחק ,56100," 754,659 ", -   , -   
1749300743,רכישת כלים מכשירים וציוד ,56100, -   , -   , -   
1749300750,"פארק נחל ב""ש-אחזקה ",56100," 3,793,139 "," 4,158,000 "," 4,504,500 "
1749300751,עבודות קבלניות ,56100, -   , -   , -   
1749300752,אחזקת שטחי גינון ,56100, -   , -   , -   
1749300759,אבטחה ,56100, -   , -   , -   
1749300771,חשמל לפעולות ,56100, -   , -   , -   
1749300772,מים ,56100, -   , -   , -   
1749400750,גן הפעמון-עבודות קבלניות ,56100, -   , -   , -   
1341000490,הכנסות שונות ,61100, -   , -100 , -100 
1341000495,תרומות כלליות ,61100, -500 , -100 , -100 
1341000540,החזרי ביטוח ,61100, -   , -100 , -   
1341000790,צפי לגיוס תרומות ,61100, -   , -   , -   
1341000930,פעולות ארגוניות ,61100," -7,740 "," -11,000 "," -11,000 "
1341000931,צפי תוספת תקציב ,61100, -   ," -3,000,000 "," -2,000,000 "
1341000934,סל בטיחות ,61100," -38,451 "," -30,000 "," -30,000 "
1341000936,מעבר לתיק פונה ממוחשב ,61100, -   ," -212,400 "," -212,400 "
1341000939,השתת. בהוצאות שכר ,61100," -851,699 "," -644,917 "," -803,669 "
1341001930,הכנסות שונות משרד רווחה ,61100, -   , -   , -   
1341100799,"השתתפות רח""ל בשכר ",61100, -   , -   , -   
1341100939,מחלקת חירום ,61100," -198,969 "," -150,662 "," -159,715 "
