,,,,ה צ ע ת  התקציב הרגיל לשנת: 2015,תקציב,אומדן,תקציב,תקציב,ביצוע
קידום נוער,81 ,540 ,817970 ,טלפון ישיר,12,12,12,12,9
קידום נוער,12 ,550 ,817970 ,פרסומים ודפוס,2,2,2,2,0
קידום נוער,5 ,750 ,817970 ,נקיון בקבלנות במועדון נוער עולה בסיכון,52,50,50,19,16
קידום נוער,81 ,780 ,817970 ,הוצאות אחרות לפעולות,84,90,90,90,87
,,,8179.,"סה""כ - קידום נוער:","1,284","1,235","1,215","1,184","1,167"
,,,818.,"השכלת מבוגרים - תהילה, הנח' הלשון, תיכונית וקתדרה עממית",,,,,
השכלת מבוגרים,82 ,100 ,818000 ,משכורות כוללות (הוראה),0,65,65,65,94
השכלת מבוגרים,82 ,540 ,818000 ,טלפון ישיר,3,3,3,3,2
השכלת מבוגרים,12 ,550 ,818000 ,פרסומים ודפוס,5,5,5,5,3
השכלת מבוגרים,82 ,780 ,818000 ,הוצאות לפעולות ,0,50,50,50,31
השכלת מבוגרים,82 ,781 ,818000 ,"בי""ס להורים (באמצעות בית פוסטר) ",50,50,50,50,32
השכלת מבוגרים,82 ,871 ,818000 ,מכללת גימלאים ,75,75,75,75,0
,,,818.,"סה""כ - השכלת מבוגרים:",133,248,248,248,162
,,,81.,"סה""כ - חינוך:",0,0,0,0,0
,,,82.,"תרבות, נוער וספורט",,,,,
,,,821.,"מינהל תנו""ס",,,,,
"מינהל תנו""ס",82 ,100 ,821000 ,משכורות כוללות,264,596,596,710,693
"מינהל תנו""ס",82 ,102 ,821000 ,"משכורות כוללות - חשבות תנו""ס",200,196,196,196,186
"מינהל תנו""ס",82 ,430 ,821000 ,הוצאות חשמל (ב- 2014 הופרד מסעיף 811/430),25,25,25,25,0
"מינהל תנו""ס",82 ,470 ,821000 ,ציוד משרדי שוטף ,45,36,36,36,30
"מינהל תנו""ס",82 ,511 ,821000 ,הוצאות כיבוד (כלל מחלקתי - כולל אולמות ספורט),36,36,30,30,24
"מינהל תנו""ס",82 ,540 ,821000 ,טלפון ישיר ,20,20,20,20,10
"מינהל תנו""ס",82 ,755 ,821000 ,"העסקת כ""א באמצעות חב' השמה (בנות שירות לאומי)",38,36,36,36,21
"מינהל תנו""ס",82 ,780 ,821000 ,החזר לתאגיד התרבות העירוני בגין 50% מעלות שכר חשבת,0,176,176,176,172
,,,821.,"סה""כ - מינהל תנו""ס:",628,"1,121","1,115","1,229","1,137"
,,,822.,פעולות תרבות,,,,,
פעולות תרבות,82 ,100 ,822000 ,משכורות כוללות (מ- 2014 כולל סעיף 8252/100),860,760,760,760,558
פעולות תרבות,5 ,420 ,822000 ,תיקונים ואחזקה - מרכזים קהילתיים (ב- 2014 הועבר מפרקים .82451-3-7),11,11,11,11,0
פעולות תרבות,12 ,550 ,822000 ,פרסומים ודפוס ,130,130,130,130,95
פעולות תרבות,12 ,551 ,822000 ,עדלאידע - פרסומים ודפוס,100,0,0,0,0
פעולות תרבות,82 ,720 ,822000 ,"הוצאות שונות פעולות תנו""ס (במקביל בהכנסות - סעיף 322/420)",60,60,50,50,35
פעולות תרבות,5 ,750 ,822000 ,עדלאידע - הוצאות תחזוקה ולוגיסטיקה,250,0,0,0,0
פעולות תרבות,82 ,783 ,822000 ,ארועים ופעולות תרבות (מ- 2014 כולל סעיף 8254/783),600,628,628,628,658
פעולות תרבות,82 ,784 ,822000 ,"ארועי ""שבת תרבות""",63,63,63,63,62
פעולות תרבות,82 ,785 ,822000 ,ארועי קיץ (כולל פרסומים ודפוס),200,155,155,200,180
פעולות תרבות,82 ,786 ,822000 ,  (מוסיקה בגן בן שפר (כולל אבטחה ופרסום,180,180,180,220,214
פעולות תרבות,82 ,788 ,822000 ,עדלאידע - הוצאות לפעולות (לא כולל אבטחה ופרסום),"1,000","1,000","1,000","1,000",0
פעולות תרבות,82 ,789 ,822000 ,מופעים בפארק,650,650,650,650,650
פעולות תרבות,82 ,780 ,822001 ,הוצאות בגין חגיגת המימונה,56,56,55,55,25
פעולות תרבות,82 ,781 ,822001 ,אירועי קיץ בשכונות,100,0,0,0,0
פעולות תרבות,82 ,960 ,822001 ,"רזרבת מנהל תנו""ס",100,128,128,128,125
,,,822.,"סה""כ - פעולות תרבות:","4,360","3,821","3,810","3,895","2,602"
,,,8221.,מינהלת סוקולוב ,,,,,
המרכז החדש,1 ,100 ,822100 ,משכורות כוללות,390,325,270,270,268
המרכז החדש,12 ,550 ,822100 ,פרסומים ודפוס,100,100,100,100,91
המרכז החדש,1 ,755 ,822100 ,העסקה באמצעות חברת השמה,0,90,150,150,110
המרכז החדש,1 ,780 ,822100 ,ארועי תרבות וקידום המסחר,400,350,350,350,308
,,,8221.,"סה""כ - מינהלת סוקולוב:",890,865,870,870,777
,,,823.,ספריה עירונית מרכזית,,,,,
ספריה עירונית מרכזית,82 ,100 ,823000 ,משכורות כוללות,"2,500","2,415","2,460","2,460","2,408"
ספריה עירונית מרכזית,5 ,420 ,823000 ,תיקונים ואחזקה,7,7,7,7,6
ספריה עירונית מרכזית,2 ,429 ,823000 ,ועד בית,12,11,11,11,9
ספריה עירונית מרכזית,82 ,430 ,823000 ,הוצאות חשמל,76,74,74,74,68
ספריה עירונית מרכזית,82 ,450 ,823000 ,ריהוט ואחזקתו,20,20,20,20,19
ספריה עירונית מרכזית,82 ,470 ,823000 ,ציוד משרדי שוטף,35,35,35,35,32
ספריה עירונית מרכזית,82 ,522 ,823000 ,עיתונים,25,25,25,25,25
ספריה עירונית מרכזית,82 ,540 ,823000 ,טלפון ישיר,25,25,35,35,20
ספריה עירונית מרכזית,12 ,550 ,823000 ,פרסומים ודפוס,29,29,29,29,28
ספריה עירונית מרכזית,10 ,570 ,823000 ,הוצאות מיכון (כולל שירות לתוכנת אידאה),178,177,177,177,158
ספריה עירונית מרכזית,82 ,720 ,823000 ,רכישת ספרים ומדיה מגנטית (במקביל בהכנסות - סעיף 323/420),30,30,30,30,16
ספריה עירונית מרכזית,82 ,721 ,823000 ,סיוע לספריות לווין (ספרים ואירועים),50,50,50,50,45
ספריה עירונית מרכזית,5 ,750 ,823000 ,נקיון בקבלנות,94,91,93,93,81
ספריה עירונית מרכזית,5 ,751 ,823000 ,אבטחה בקבלנות ,109,108,109,109,97
ספריה עירונית מרכזית,5 ,752 ,823000 ,אחזקת מעלית בקבלנות,18,18,17,17,3
ספריה עירונית מרכזית,82 ,780 ,823000 ,הוצאות אחרות,30,30,30,30,30
ספריה עירונית מרכזית,82 ,781 ,823000 ,פעולות תרבות (במקביל בהכנסות - סעיף 323/421),80,70,70,70,54
ספריה עירונית מרכזית,82 ,783 ,823000 ,ארועי תרבות וחוגים,50,50,50,50,40
,,,823.,"סה""כ - ספריה עירונית מרכזית:","3,368","3,265","3,322","3,322","3,139"
,,,8231.,ספריה באזור מערבי,,,,,
ספריה באזור המערבי,82 ,100 ,823100 , משכורות כוללות,57,55,55,55,50
,,,8231.,"סה""כ - ספריה באזור מערבי:",57,55,55,55,50
,,,8232.,ספריה ביד התשעה,,,,,
ספריה ביד התשעה,82 ,100 ,823200 ,הוצאות שכר - העסקה בעירייה,138,133,133,133,124
ספריה ביד התשעה,82 ,870 ,823200 ,"הקצבות למתנ""ס להפעלת הספריה",167,165,165,165,135
,,,8232.,"סה""כ - ספריה ביד התשעה:",305,298,298,298,259
,,,8233.,ספריה בנוה ישראל,,,,,
ספריה בנוה ישראל,82 ,870 ,823300 ,"הקצבות למתנ""ס להפעלת הספריה (כולל תחזוקה) ",162,160,160,160,140
,,,8233.,"סה""כ - ספריה בנוה ישראל:",162,160,160,160,140
,,,8234.,ספריה בנוף ים,,,,,
ספריה בנוף-ים,82 ,100 ,823400 ,משכורות כוללות  ,150,145,145,145,146
ספריה בנוף-ים,82 ,540 ,823400 ,טלפון ישיר,3,3,3,3,2
ספריה בנוף-ים,82 ,780 ,823400 ,פעולות תרבות (במקביל בהכנסות - סעיף 3234/421),20,25,15,15,11
,,,8234.,"סה""כ - ספריה בנוף ים:",173,173,163,163,159
,,,8241.,"מתנ""ס בית פוסטר",,,,,
"מתנ""ס בית פוסטר",82 ,870 ,824100 ,"הקצבות שוטפות להפעלת המתנ""ס בשכונה","1,340","1,320","1,320","1,320","1,285"
"מתנ""ס בית פוסטר",82 ,871 ,824100 ,"""עמליה"" בנווה עמל (באמצעות מתנ""ס בית פוסטר) ",100,0,0,0,0
"מתנ""ס בית פוסטר",82 ,872 ,824100 ,"מנהל מרכז קהילתי הרצליה ב' (באמצעות מתנ""ס בית פוסטר)",120,0,0,0,0
"מתנ""ס בית פוסטר",82 ,873 ,824100 ,"מנהל מרכז קהילתי הרצליה הצעירה (באמצעות מתנ""ס בית פוסטר)",120,0,0,0,0
,,,8241.,"סה""כ - מתנ""ס בית פוסטר:","1,680","1,320","1,320","1,320","1,285"
,,,8242.,"מתנ""ס יד התשעה - ""מולדובן""",,,,,
"""מתנ""ס יד-התשעה - ""מולדובן",82 ,101 ,824200 ,שכר אב בית ,143,138,138,138,131
"""מתנ""ס יד-התשעה - ""מולדובן",82 ,870 ,824200 ,"הקצבות שוטפות להפעלת המתנ""ס בשכונה ","1,076","1,060","1,060","1,060","1,060"
,,,8242.,"סה""כ - מתנ""ס יד התשעה - ""מולדובן"":","1,219","1,198","1,198","1,198","1,191"
,,,8243.,"מתנ""ס נוה ישראל",,,,,
"מתנ""ס נוה-ישראל",82 ,870 ,824300 ,"הקצבות שוטפות להפעלת המתנ""ס בשכונה","1,320","1,300","1,300","1,300","1,117"
,,,8243.,"סה""כ - מתנ""ס נוה ישראל:","1,320","1,300","1,300","1,300","1,117"
,,,82451.,"מרכז קהילתי יבור (ע""י מתנ""ס נוה ישראל)",,,,,
מרכז קהילתי יבור,82 ,101 ,824510 ,שכר ריכוז ומינהלה ,180,174,174,174,166
מרכז קהילתי יבור,82 ,870 ,824510 ,"הקצבות למתנ""ס נוה ישראל עבור המרכז ",812,800,800,800,720
,,,82451.,"סה""כ - מרכז קהילתי יבור:",992,974,974,974,886
,,,82453.,"מועדון נחלת עדה (ע""י מתנ""ס יד התשעה)",,,,,
מועדון בנחלת עדה,82 ,102 ,824530 ,שכר מדריכים ,110,105,118,118,75
מועדון בנחלת עדה,82 ,103 ,824530 ,שכר שרתים,59,57,57,57,53
מועדון בנחלת עדה,82 ,870 ,824530 ,"הקצבה להפעלת מועדון נחלת עדה (באמצעות מתנ""ס יד התשעה)",475,468,468,468,472
,,,82453.,"סה""כ - מועדון נחלה עדה:",644,630,643,643,601
,,,82457.,מרכז קהילתי ואולם ספורט בנוף ים,,,,,
מרכז קהילתי בנוף-ים,82 ,100 ,824570 ,שכר עובדי מינהלה ,155,150,150,150,143
מרכז קהילתי בנוף-ים,82 ,870 ,824570 ,הקצבה לבית פוסטר להפעלת המרכז,597,588,588,588,588
,,,82457.,"סה""כ - מרכז קהילתי ואולם ספורט בנוף ים:",752,738,738,738,731
,,,82458.,מועדון שיכון דרום,,,,,
מועדון שיכון דרום,82 ,780 ,824580 ,הוצאות לפעולות (כולל סדנת דרמה),60,80,80,80,61
,,,82458.,"סה""כ - מועדון שיכון דרום:",60,80,80,80,61
,,,8251.,מרכז המוסיקה העירוני - קונסרבטוריון,,,,,
מרכז המוסיקה,82 ,432 ,825100 ,הוצאות צריכת מים ואגרת ביוב,16,16,16,16,5
מרכז המוסיקה,12 ,550 ,825100 ,פרסומים ודפוס,22,22,22,22,22
מרכז המוסיקה,5 ,750 ,825100 ,אחזקת מעלית וביטוח מזגנים,18,17,16,16,7
מרכז המוסיקה,82 ,850 ,825100 ,מלגות לתלמידי הקונסרבטוריון,20,5,5,5,20
מרכז המוסיקה,82 ,860 ,825100 ,השתתפות במימון הנחות  ,200,110,110,110,100
מרכז המוסיקה,82 ,870 ,825100 ,"הקצבות למתנ""ס יד התשעה למרכז המוסיקה  ",670,660,660,660,660
מרכז המוסיקה,82 ,871 ,825100 ,הקצבות לשלוחה במערב העיר  ,475,468,468,468,468
מרכז המוסיקה,82 ,872 ,825100 ,"הקצבות לשלוחה בבי""ס לב-טוב   ",104,102,102,102,102
מרכז המוסיקה,82 ,873 ,825100 ,"הקצבה למתנ""ס יד התשעה להפעלת מרכז למוסיקה אתנית ",41,40,40,40,5
,,,8251.,"סה""כ - מרכז המוסיקה העירוני - קונסרבטוריון:","1,566","1,440","1,439","1,439","1,389"
,,,8252.,התזמורת הקאמרית העירונית,,,,,
התזמורת הקאמרית,82 ,100 ,825200 ,משכורות כוללות - מינהלה (ב- 2014 הועבר לסעיף 822/100),0,0,0,0,161
התזמורת הקאמרית,82 ,440 ,825200 ,ביטוח כלי נגינה,0,0,0,0,27
התזמורת הקאמרית,82 ,540 ,825200 ,טלפון ישיר (ב- 2014 הועבר לסעיף 821/540),0,0,0,0,3
התזמורת הקאמרית,12 ,550 ,825200 ,פרסומים ודפוס,0,0,0,0,27
התזמורת הקאמרית,10 ,570 ,825200 ,הוצאות מיכון,0,0,0,0,3
התזמורת הקאמרית,82 ,750 ,825200 ,התקשרות עם סולנים ומנצחים אורחים ,0,0,0,0,549
התזמורת הקאמרית,82 ,780 ,825200 ,הוצאות אחרות לפעולות ,0,0,0,0,147
,,,8252.,"סה""כ - התזמורת הקאמרית העירונית:",0,0,0,0,917
,,,8254.,להקות זמר ומחול,,,,,
להקות זמר ומחול,82 ,100 ,825400 ,משכורות כוללות,270,260,260,260,264
להקות זמר ומחול,82 ,100 ,825400 ,משכורות כוללות,270,260,260,260,264
להקות זמר ומחול,12 ,550 ,825400 ,פרסומים ודפוס,24,24,24,24,24
להקות זמר ומחול,82 ,750 ,825400 ,"""שרותי ניהול וליווי מוסיקלי ""יחדיו",58,57,57,57,56
להקות זמר ומחול,82 ,751 ,825400 ,"""שרותי ניהול וליווי מוסיקלי להקת ""זמר לך",51,50,50,50,44
להקות זמר ומחול,82 ,780 ,825400 ,הוצאות לפעולות,80,80,80,80,60
להקות זמר ומחול,82 ,781 ,825400 ,"הוצאות להקת ""גלגל במעגל""",160,160,160,160,141
להקות זמר ומחול,82 ,783 ,825400 ,הוצ' לפיתוח פעילות קהילתית במערב העיר (ח. סמדר) (ב- 2014 הועבר ל- 822/783),0,0,0,0,62
להקות זמר ומחול,82 ,870 ,825400 ,"הקצבה למתנ""ס יד התשעה לפעילות העדה האתיופית",30,20,20,20,20
להקות זמר ומחול,82 ,980 ,825400 ,"תשלום זכויות יוצרים  (אקו""ם, פדרציה ופי""ל)",160,160,160,160,139
,,,8254.,"סה""כ - להקות זמר ומחול:",833,811,811,811,810
,,,82611.,תאטרון עירוני ,,,,,
תאטרון עירוני,82 ,780 ,826110 ,הוצאות בגין סגירת אנסמבל תאטרון,0,0,0,0,210
תאטרון עירוני,82 ,870 ,826110 ,הקצבה לעמותת אנסמבל תאטרון,0,0,0,0,"2,850"
,,,82611.,"סה""כ - תאטרון עירוני:",0,0,0,0,"3,060"
,,,8262.,"יד לבנים, מוזיאון הרצליה לאמנות (מ- 2015 מופעל באמצעות תאגיד התרבות העירוני)",,,,,
יד לבנים - מוזיאון,82 ,100 ,826200 ,משכורות כוללות ,575,900,925,925,899
יד לבנים - מוזיאון,5 ,420 ,826200 ,תיקונים ואחזקה,11,11,11,11,10
יד לבנים - מוזיאון,82 ,430 ,826200 ,הוצאות חשמל,0,345,362,362,317
יד לבנים - מוזיאון,82 ,440 ,826200 ,ביטוח,280,280,280,280,270
יד לבנים - מוזיאון,82 ,540 ,826200 ,טלפון ישיר,0,25,25,25,18
יד לבנים - מוזיאון,12 ,550 ,826200 ,"פרסומים, דפוס ויח""צ",0,70,70,90,72
יד לבנים - מוזיאון,82 ,710 ,826200 ,הובלות,0,33,33,60,58
יד לבנים - מוזיאון,82 ,742 ,826200 ,אחזקת מכונת צילום,0,2,2,2,0
יד לבנים - מוזיאון,5 ,750 ,826200 ,אבטחה בקבלנות ,0,169,144,157,120
יד לבנים - מוזיאון,5 ,751 ,826200 ,אחזקת  טלוויזיה במעגל סגור ומערכות מיזוג אויר ומעלית,120,90,100,120,107
יד לבנים - מוזיאון,82 ,752 ,826200 ,שירותי אחזקה חיצוניים,0,50,50,50,50
יד לבנים - מוזיאון,5 ,753 ,826200 ,נקיון בקבלנות ,0,620,635,635,562
יד לבנים - מוזיאון,82 ,781 ,826200 ,הפקת קטלוגים ושימור האוסף,0,33,33,40,54
יד לבנים - מוזיאון,82 ,782 ,826200 ,הוצאות לפעולות ופרוייקטים מיוחדים ,0,454,454,400,484
יד לבנים - מוזיאון,82 ,783 ,826200 ,"חידוש ופיתוח תכנים במוז""ה",0,60,60,60,80
יד לבנים - מוזיאון,82 ,980 ,826200 ,הוצאות מחשוב האוסף - מותנה בתמיכה ממשרד התרבות,0,29,29,0,0
,,,8262.,"סה""כ - יד לבנים, מוזיאון הרצליה לאמנות:",986,"3,171","3,213","3,217","3,099"
