,שם הפרק,אגף,הסעיף,הפרק,"ת ק ב ו ל י ם  - באלפי ש""ח",2016,2015,סופי 2015,מקורי 2015,2014
826400872,תאגיד התרבות העירוני,82,872,826400,הקצבה לתאגיד התרבות העירוני להפעלת הסינמטק ,1234,1250,1250,950,1675
826400873,תאגיד התרבות העירוני,82,873,826400,הקצבה לתאגיד התרבות העירוני להפעלת הגלריה העירונית ,105,110,110,110,140
826400874,תאגיד התרבות העירוני,82,874,826400,הקצבה לתאגיד התרבות העירוני להפעלת היכל בעיר,1482,1523,1523,1523,1500
826400875,תאגיד התרבות העירוני,82,875,826400,הקצבה לתאגיד התרבות העירוני להפעלת משכן לאמנים וסופרים (עד 2015 בפרק .82641),259,0,0,0,0
826400876,תאגיד התרבות העירוני,82,876,826400,הקצבה לתאגיד התרבות להפעלת המרכז העירוני לתיאטרון ,855,861,861,711,700
826400878,תאגיד התרבות העירוני,82,878,826400,הקצבה לתאגיד -  מינהלת (שכר ופעולות),283,182,182,182,0
826400879,תאגיד התרבות העירוני,82,879,826400,הקצבה לתאגיד התרבות להפעלת מוזיאון הרצליה לאמנות עכשווית,2033,2044,2044,2004,0
,,,,82640,"סה""כ - תאגיד התרבות העירוני",9593,9120,9265,8775,7268
,,,,82641,משכן לאמנים וסופרים  (החל משנת 2016 יופעל באמצעות תאגיד התרבות העירוני),,,,,
826410100,משכן לאמנים וסופרים,82,100,826410,משכורות כוללות (שכר מנהל המשכן עבר לסעיף הקצבה לתאגיד 8264/875),65,200,248,248,229
826410420,משכן לאמנים וסופרים,5,420,826410,תיקונים ואחזקה ,3,3,3,3,2
826410430,משכן לאמנים וסופרים,82,430,826410,הוצאות חשמל,25,20,30,30,4
826410540,משכן לאמנים וסופרים,10,540,826410,טלפון ישיר,8,8,8,8,6
826410550,משכן לאמנים וסופרים,12,550,826410,פרסומים ודפוס,22,22,22,22,22
826410750,משכן לאמנים וסופרים,5,750,826410,נקיון בקבלנות,36,36,36,36,34
826410780,משכן לאמנים וסופרים,82,780,826410,הוצאות שונות (עבר לסעיף הקצבה לתאגיד 8264/875),0,75,75,75,58
,,,,82641,"סה""כ - משכן לאמנים וסופרים:",159,364,422,422,355
,,,,82642,בית האזרח,,,,,
826420410,בית האזרח,2,410,826420,דמי חכירה משך ראשונים,166,160,176,176,159
,,,,82642,"סה""כ - בית האזרח:",166,160,176,176,159
,,,,827,תרבות תורנית,,,,,
827000100,תרבות תורנית,82,100,827000,משכורות כוללות - מינהלה ,204,200,200,200,150
827000410,תרבות תורנית,2,410,827000,תרבות תורנית - שכר דירה,50,45,50,50,17
827000560,תרבות תורנית,82,560,827000,הוצאות משרד ושוטפות,30,30,30,30,29
827000780,תרבות תורנית,82,780,827000,פעולות תרבות לאוכלוסיה הדתית,650,650,650,650,494
827000820,תרבות תורנית,82,820,827000,תמיכה במוסדות בתחום תרבות תורנית,70,70,70,70,60
,,,,827,"סה""כ - תרבות תורנית:   (נוסף לתמיכות לכוללים ומוסדות דת בפרק 856)",1004,995,1000,1000,749
,,,,821-7.,"סה""כ תרבות:",0,0,0,0,0
,,,,8281,מינהל נוער,,,,,
828100100,מינהל נוער,82,100,828100,שכר שרותי היקף לנוער,724,710,710,710,597
828100540,מינהל נוער,10,540,828100,טלפון ישיר,1,1,3,3,0
828100781,מינהל נוער,82,781,828100,מרכז הדרכה וסדנאות (ב - 2015 אוחד עם סעיף 782),0,0,0,0,85
828100782,מינהל נוער,82,782,828100,"הוצאות בגין פרוייקט ""אזרחות פעילה"" (מ- 2015 כולל סעיף 781)",70,70,70,70,30
828100783,מינהל נוער,82,783,828100,לשכת קשר לחיילים (ב- 2014 עבר מסעיף 811/782),130,110,110,110,78
828100784,מינהל נוער,82,784,828100,מנהיגות נוער עירונית וחינוך חברתי,199,199,199,180,190
828100785,מינהל נוער,82,785,828100,"הוצאות לפעולות בגין פרוייקט ""מצילה""",220,220,220,220,165
828100786,מינהל נוער,82,786,828100,הוצאות לפעולות למלחמה בסמים,200,200,200,0,0
828100787,מינהל נוער,82,787,828100,אירוע פתיחת קיץ לנוער - חוף הים,150,0,0,0,0
828100870,מינהל נוער,82,870,828100,"הקצבה לתאגיד התרבות עבור להקת ""על הבמה""",146,154,154,154,152
,,,,8281,"סה""כ - מינהל נוער:",1840,1664,1666,1447,1297
,,,,8282,מועדון נוער  (באמצעות תאגיד התרבות העירוני),,,,,
828200420,מועדון הנוער,5,420,828200,תיקונים ואחזקה (שוכר-משכיר),45,50,50,50,36
828200870,מועדון הנוער,82,870,828200,הקצבה לתאגיד התרבות העירוני להפעלת מועדון הנוער,1530,1590,1590,1590,1600
,,,,8282,"סה""כ - מועדון נוער:",1575,1640,1640,1640,1636
,,,,8289,תנועות נוער,,,,,
828900100,תנועות נוער,82,100,828900,משכורות כוללות,697,600,500,500,467
828900410,תנועות נוער,2,410,828900,שכר דירה,80,70,80,80,67
828900420,תנועות נוער,5,420,828900,תיקונים ואחזקה,27,30,30,30,28
828900430,תנועות נוער,82,430,828900,הוצאות חשמל,0,0,4,4,0
828900755,תנועות נוער,82,755,828900,"העסקת כ""א באמצעות חב' השמה (בת שירות לאומי)",0,0,0,19,9
828900780,תנועות נוער,82,780,828900,הוצאות לפעולות ,100,85,85,85,84
828900781,תנועות נוער,82,781,828900,מועצת נוער,60,50,50,50,48
828900820,תנועות נוער,82,820,828900,תמיכה בתנועות נוער,1400,1400,1400,1400,1270
,,,,8289,"סה""כ - תנועות נוער:",2364,2235,2149,2168,1973
,,,,828,"סה""כ נוער:",0,0,0,0,0
,,,,8291,מינהל הספורט וכללי,,,,,
829100100,מינהל הספורט וכללי,82,100,829100,משכורות כוללות - מינהל,1284,1258,1258,1265,1183
829100410,מינהל הספורט וכללי,2,410,829100,שכר דירה ,30,25,26,26,23
829100420,מינהל הספורט וכללי,82,420,829100,תחזוקת אולמות ומתקני ספורט - כללי  (אולמות גדולים בנפרד),850,750,750,700,649
829100421,מינהל הספורט וכללי,82,421,829100,החזר הוצאות אולמות ספורט קטנים (במקביל בהכנסות ב- 32924/422),70,70,80,80,64
829100550,מינהל הספורט וכללי,12,550,829100,פרסומים ודפוס,60,60,60,60,59
829100755,מינהל הספורט וכללי,82,755,829100,"העסקת כ""א באמצעות חב' השמה",0,10,7,0,0
829100780,מינהל הספורט וכללי,82,780,829100,שירותי אימון נבחרת (בכפוף לתקבולים ממשרד החינוך),75,75,75,75,75
829100781,מינהל הספורט וכללי,82,781,829100,פעולות ספורט עממי ,700,700,700,700,619
829100782,מינהל הספורט וכללי,82,782,829100,"ארועי ספורט,ליגות,טורנירים,טריאטלון,הרקדות בספורטק, משחה הרצליה 
",500,500,500,480,564
829100783,מינהל הספורט וכללי,82,783,829100,ארועי ספורט חצות ,335,335,335,335,274
829100784,מינהל הספורט וכללי,82,784,829100,פעילות ספורט לקשישים ולאוכלוסיה מיוחדת,190,190,190,190,187
829100785,מינהל הספורט וכללי,82,785,829100,"נסיעות ומלגות עפ""י קריטריונים ",80,80,80,80,70
829100981,מינהל הספורט וכללי,82,981,829100,ארגון טריאתלון נשים בינלאומי ,200,200,200,200,250
,,,,8291,"סה""כ - מינהל הספורט וכללי:",4374,4253,4261,4191,4018
,,,,8292,איצטדיון עירוני ומגרשי אימונים,,,,,
829200100,אצטדיון עירוני,82,100,829200,משכורות כוללות,438,420,420,420,413
829200420,אצטדיון עירוני,82,420,829200,תיקונים ואחזקה,185,183,183,183,177
829200430,אצטדיון עירוני,82,430,829200,הוצאות חשמל,360,350,361,361,307
829200432,אצטדיון עירוני,82,432,829200,הוצאות צריכת מים ואגרת ביוב,700,700,740,740,691
829200540,אצטדיון עירוני,10,540,829200,טלפון ישיר,10,10,7,7,7
829200720,אצטדיון עירוני,82,720,829200,חומרים (דישון והדברה) וזרעים,200,200,200,200,160
829200750,אצטדיון עירוני,82,750,829200,נקיון וגינון בקבלנות ,530,500,530,530,612
829200751,אצטדיון עירוני,5,751,829200,אחזקת מעלית בקבלנות ,19,19,19,19,13
829200755,אצטדיון עירוני,82,755,829200,"העסקת כ""א באמצעות חברת השמה (לעונת המשחקים בלבד)",0,90,90,90,0
829200780,אצטדיון עירוני,82,780,829200,הוצאות שוטפות ואחרות (כולל אחזקת מ.צילום),105,105,105,105,106
829200920,אצטדיון עירוני,82,920,829200,שיקום האצטדיון ומגרשי אימונים,0,100,100,100,100
,,,,8292,"סה""כ - איצטדיון עירוני:",2547,2677,2755,2755,2586
,,,,82921,"אולמות ספורט בתיכונים: היובל, הראשונים והחדש",,,,,
829210100,"אולמות ספורט בתיכונים: היובל, הראשונים והחדש",82,100,829210,שכר אבות בית,1020,1000,1000,1000,942
829210430,"אולמות ספורט בתיכונים: היובל, הראשונים והחדש",82,430,829210,הוצאות חשמל,580,570,613,613,555
829210432,"אולמות ספורט בתיכונים: היובל, הראשונים והחדש",82,432,829210,הוצאות מים וביוב,100,100,133,133,86
829210540,"אולמות ספורט בתיכונים: היובל, הראשונים והחדש",10,540,829210,טלפון ישיר,25,25,13,13,9
829210747,"אולמות ספורט בתיכונים: היובל, הראשונים והחדש",5,747,829210,הוצאות אחזקת מזגנים באולמות ספורט,95,0,0,0,0
829210750,"אולמות ספורט בתיכונים: היובל, הראשונים והחדש",82,750,829210,נקיון בקבלנות,655,640,650,650,615
829210780,"אולמות ספורט בתיכונים: היובל, הראשונים והחדש",82,780,829210,הוצאות שוטפות אולם היובל,130,130,130,130,128
829210781,"אולמות ספורט בתיכונים: היובל, הראשונים והחדש",82,781,829210,הוצאות שוטפות אולם תיכון חדש,60,60,60,60,60
829210782,"אולמות ספורט בתיכונים: היובל, הראשונים והחדש",82,782,829210,הוצאות שוטפות אולם תיכון ראשונים,105,105,105,105,97
,,,,82921,"סה""כ - אולמות ספורט בתיכונים:",2770,2630,2704,2704,2492
,,,,82922,אולם ספורט ביד התשעה,,,,,
829220100,אולם ספורט ביד התשעה,82,100,829220,שכר אב בית,132,130,135,135,123
829220540,אולם ספורט ביד התשעה,10,540,829220,טלפון ישיר אולם יד התשעה,3,3,5,5,2
829220750,אולם ספורט ביד התשעה,82,750,829220,נקיון בקבלנות,130,130,147,147,116
829220870,אולם ספורט ביד התשעה,82,870,829220,"הקצבות שוטפות למתנ""ס להפעלת האולם",125,132,132,132,130
,,,,82922,"סה""כ - אולם ספורט ביד התשעה:",390,395,419,419,371
,,,,82923,"אצטדיון אתלטיקה גורדון,  מגרש האשל ומגרש קרסני",,,,,
829230100,אתלטיקה - גורדון,82,100,829230,הוצאות שכר,87,85,85,85,79
829230430,אתלטיקה - גורדון,82,430,829230,הוצאות חשמל,27,26,26,26,18
829230780,אתלטיקה - גורדון,82,780,829230,הוצאות שוטפות ואחרות,5,5,5,5,4
,,,,82923,"סה""כ - אצטדיון אתלטיקה גורדון ומגרש האשל:",119,116,116,116,100
,,,,82924,"אולמות ספורט בבתי""ס יסודיים וחטיבות ביניים",,,,,
829240100,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,100,829240,שכר אבות בית,1991,1700,1800,2000,1635
829240430,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,430,829240,הוצאות חשמל,700,500,565,565,460
829240432,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,432,829240,הוצאות מים וביוב,150,150,150,150,121
829240540,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",10,540,829240,טלפון ישיר,23,23,25,25,21
829240747,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",5,747,829240,הוצאות אחזקת מזגנים באולמות ספורט,100,0,0,0,0
829240750,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,750,829240,נקיון בקבלנות,1080,980,960,960,886
829240755,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,755,829240,העסקת אב בית באמצעות חברת השמה,0,0,0,0,12
829240781,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,781,829240,הוצאות שוטפות - אילנות,25,25,25,25,15
829240782,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,782,829240,הוצאות שוטפות - אלון ,45,30,30,30,27
829240783,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,783,829240,הוצאות שוטפות - לב טוב,40,28,25,25,21
829240784,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,784,829240,"הוצאות שוטפות - חט""ב סמדר",40,25,25,25,25
829240785,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,785,829240,"הוצאות שוטפות - חט""ב בן גוריון",42,27,25,25,25
829240786,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,786,829240,הוצאות שוטפות - ברנדייס,25,20,25,25,15
829240787,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,787,829240,הוצאות שוטפות - וולפסון,20,10,10,10,0
829240931,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,931,829240,רכישת ציוד יסודי - ברנדייס (חד פעמי) ,0,0,0,0,59
829240932,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,932,829240,רכישת ציוד יסודי - וולפסון (חד פעמי) ,75,150,150,0,0
,,,,82924,"סה""כ - אולמות ספורט בבתי""ס יסודיים וחטיבות ביניים:",4356,3668,3815,3865,3322
,,,,82925,אולם ספורט בנוה ישראל,,,,,
829250870,אולם ספורט בנוה ישראל,82,870,829250,"הקצבות שוטפות למתנ""ס להפעלת האולם",133,140,140,140,120
