,,,,,ה צ ע ת  התקציב הרגיל לשנת: 2015,תקציב,אומדן,תקציב,תקציב,ביצוע
822000789,פעולות תרבות,82,789,822000,מופעים בפארק,650,650,650,650,650
822001780,פעולות תרבות,82,780,822001,הוצאות בגין חגיגת המימונה,56,56,55,55,25
822001781,פעולות תרבות,82,781,822001,אירועי קיץ בשכונות,100,0,0,0,0
822001960,פעולות תרבות,82,960,822001,"רזרבת מנהל תנו""ס",100,128,128,128,125
,,,,822,"סה""כ - פעולות תרבות:",4360,3821,3810,3895,2602
,,,,8221,מינהלת סוקולוב ,,,,,
822100100,המרכז החדש,1,100,822100,משכורות כוללות,390,325,270,270,268
822100550,המרכז החדש,12,550,822100,פרסומים ודפוס,100,100,100,100,91
822100755,המרכז החדש,1,755,822100,העסקה באמצעות חברת השמה,0,90,150,150,110
822100780,המרכז החדש,1,780,822100,ארועי תרבות וקידום המסחר,400,350,350,350,308
,,,,8221,"סה""כ - מינהלת סוקולוב:",890,865,870,870,777
,,,,823,ספריה עירונית מרכזית,,,,,
823000100,ספריה עירונית מרכזית,82,100,823000,משכורות כוללות,2500,2415,2460,2460,2408
823000420,ספריה עירונית מרכזית,5,420,823000,תיקונים ואחזקה,7,7,7,7,6
823000429,ספריה עירונית מרכזית,2,429,823000,ועד בית,12,11,11,11,9
823000430,ספריה עירונית מרכזית,82,430,823000,הוצאות חשמל,76,74,74,74,68
823000450,ספריה עירונית מרכזית,82,450,823000,ריהוט ואחזקתו,20,20,20,20,19
823000470,ספריה עירונית מרכזית,82,470,823000,ציוד משרדי שוטף,35,35,35,35,32
823000522,ספריה עירונית מרכזית,82,522,823000,עיתונים,25,25,25,25,25
823000540,ספריה עירונית מרכזית,82,540,823000,טלפון ישיר,25,25,35,35,20
823000550,ספריה עירונית מרכזית,12,550,823000,פרסומים ודפוס,29,29,29,29,28
823000570,ספריה עירונית מרכזית,10,570,823000,הוצאות מיכון (כולל שירות לתוכנת אידאה),178,177,177,177,158
823000720,ספריה עירונית מרכזית,82,720,823000,רכישת ספרים ומדיה מגנטית (במקביל בהכנסות - סעיף 323/420),30,30,30,30,16
823000721,ספריה עירונית מרכזית,82,721,823000,סיוע לספריות לווין (ספרים ואירועים),50,50,50,50,45
823000750,ספריה עירונית מרכזית,5,750,823000,נקיון בקבלנות,94,91,93,93,81
823000751,ספריה עירונית מרכזית,5,751,823000,אבטחה בקבלנות ,109,108,109,109,97
823000752,ספריה עירונית מרכזית,5,752,823000,אחזקת מעלית בקבלנות,18,18,17,17,3
823000780,ספריה עירונית מרכזית,82,780,823000,הוצאות אחרות,30,30,30,30,30
823000781,ספריה עירונית מרכזית,82,781,823000,פעולות תרבות (במקביל בהכנסות - סעיף 323/421),80,70,70,70,54
823000783,ספריה עירונית מרכזית,82,783,823000,ארועי תרבות וחוגים,50,50,50,50,40
,,,,823,"סה""כ - ספריה עירונית מרכזית:",3368,3265,3322,3322,3139
,,,,8231,ספריה באזור מערבי,,,,,
823100100,ספריה באזור המערבי,82,100,823100, משכורות כוללות,57,55,55,55,50
,,,,8231,"סה""כ - ספריה באזור מערבי:",57,55,55,55,50
,,,,8232,ספריה ביד התשעה,,,,,
823200100,ספריה ביד התשעה,82,100,823200,הוצאות שכר - העסקה בעירייה,138,133,133,133,124
823200870,ספריה ביד התשעה,82,870,823200,"הקצבות למתנ""ס להפעלת הספריה",167,165,165,165,135
,,,,8232,"סה""כ - ספריה ביד התשעה:",305,298,298,298,259
,,,,8233,ספריה בנוה ישראל,,,,,
823300870,ספריה בנוה ישראל,82,870,823300,"הקצבות למתנ""ס להפעלת הספריה (כולל תחזוקה) ",162,160,160,160,140
,,,,8233,"סה""כ - ספריה בנוה ישראל:",162,160,160,160,140
,,,,8234,ספריה בנוף ים,,,,,
823400100,ספריה בנוף-ים,82,100,823400,משכורות כוללות  ,150,145,145,145,146
823400540,ספריה בנוף-ים,82,540,823400,טלפון ישיר,3,3,3,3,2
823400780,ספריה בנוף-ים,82,780,823400,פעולות תרבות (במקביל בהכנסות - סעיף 3234/421),20,25,15,15,11
,,,,8234,"סה""כ - ספריה בנוף ים:",173,173,163,163,159
,,,,8241,"מתנ""ס בית פוסטר",,,,,
824100870,"מתנ""ס בית פוסטר",82,870,824100,"הקצבות שוטפות להפעלת המתנ""ס בשכונה",1340,1320,1320,1320,1285
824100871,"מתנ""ס בית פוסטר",82,871,824100,"""עמליה"" בנווה עמל (באמצעות מתנ""ס בית פוסטר) ",100,0,0,0,0
824100872,"מתנ""ס בית פוסטר",82,872,824100,"מנהל מרכז קהילתי הרצליה ב' (באמצעות מתנ""ס בית פוסטר)",120,0,0,0,0
824100873,"מתנ""ס בית פוסטר",82,873,824100,"מנהל מרכז קהילתי הרצליה הצעירה (באמצעות מתנ""ס בית פוסטר)",120,0,0,0,0
,,,,8241,"סה""כ - מתנ""ס בית פוסטר:",1680,1320,1320,1320,1285
,,,,8242,"מתנ""ס יד התשעה - ""מולדובן""",,,,,
824200101,"""מתנ""ס יד-התשעה - ""מולדובן",82,101,824200,שכר אב בית ,143,138,138,138,131
824200870,"""מתנ""ס יד-התשעה - ""מולדובן",82,870,824200,"הקצבות שוטפות להפעלת המתנ""ס בשכונה ",1076,1060,1060,1060,1060
,,,,8242,"סה""כ - מתנ""ס יד התשעה - ""מולדובן"":",1219,1198,1198,1198,1191
,,,,8243,"מתנ""ס נוה ישראל",,,,,
824300870,"מתנ""ס נוה-ישראל",82,870,824300,"הקצבות שוטפות להפעלת המתנ""ס בשכונה",1320,1300,1300,1300,1117
,,,,8243,"סה""כ - מתנ""ס נוה ישראל:",1320,1300,1300,1300,1117
,,,,82451,"מרכז קהילתי יבור (ע""י מתנ""ס נוה ישראל)",,,,,
824510101,מרכז קהילתי יבור,82,101,824510,שכר ריכוז ומינהלה ,180,174,174,174,166
824510870,מרכז קהילתי יבור,82,870,824510,"הקצבות למתנ""ס נוה ישראל עבור המרכז ",812,800,800,800,720
,,,,82451,"סה""כ - מרכז קהילתי יבור:",992,974,974,974,886
,,,,82453,"מועדון נחלת עדה (ע""י מתנ""ס יד התשעה)",,,,,
824530102,מועדון בנחלת עדה,82,102,824530,שכר מדריכים ,110,105,118,118,75
824530103,מועדון בנחלת עדה,82,103,824530,שכר שרתים,59,57,57,57,53
824530870,מועדון בנחלת עדה,82,870,824530,"הקצבה להפעלת מועדון נחלת עדה (באמצעות מתנ""ס יד התשעה)",475,468,468,468,472
,,,,82453,"סה""כ - מועדון נחלה עדה:",644,630,643,643,601
,,,,82457,מרכז קהילתי ואולם ספורט בנוף ים,,,,,
824570100,מרכז קהילתי בנוף-ים,82,100,824570,שכר עובדי מינהלה ,155,150,150,150,143
824570870,מרכז קהילתי בנוף-ים,82,870,824570,הקצבה לבית פוסטר להפעלת המרכז,597,588,588,588,588
,,,,82457,"סה""כ - מרכז קהילתי ואולם ספורט בנוף ים:",752,738,738,738,731
,,,,82458,מועדון שיכון דרום,,,,,
824580780,מועדון שיכון דרום,82,780,824580,הוצאות לפעולות (כולל סדנת דרמה),60,80,80,80,61
,,,,82458,"סה""כ - מועדון שיכון דרום:",60,80,80,80,61
,,,,8251,מרכז המוסיקה העירוני - קונסרבטוריון,,,,,
825100432,מרכז המוסיקה,82,432,825100,הוצאות צריכת מים ואגרת ביוב,16,16,16,16,5
825100550,מרכז המוסיקה,12,550,825100,פרסומים ודפוס,22,22,22,22,22
825100750,מרכז המוסיקה,5,750,825100,אחזקת מעלית וביטוח מזגנים,18,17,16,16,7
825100850,מרכז המוסיקה,82,850,825100,מלגות לתלמידי הקונסרבטוריון,20,5,5,5,20
825100860,מרכז המוסיקה,82,860,825100,השתתפות במימון הנחות  ,200,110,110,110,100
825100870,מרכז המוסיקה,82,870,825100,"הקצבות למתנ""ס יד התשעה למרכז המוסיקה  ",670,660,660,660,660
825100871,מרכז המוסיקה,82,871,825100,הקצבות לשלוחה במערב העיר  ,475,468,468,468,468
825100872,מרכז המוסיקה,82,872,825100,"הקצבות לשלוחה בבי""ס לב-טוב   ",104,102,102,102,102
825100873,מרכז המוסיקה,82,873,825100,"הקצבה למתנ""ס יד התשעה להפעלת מרכז למוסיקה אתנית ",41,40,40,40,5
,,,,8251,"סה""כ - מרכז המוסיקה העירוני - קונסרבטוריון:",1566,1440,1439,1439,1389
,,,,8252,התזמורת הקאמרית העירונית,,,,,
825200100,התזמורת הקאמרית,82,100,825200,משכורות כוללות - מינהלה (ב- 2014 הועבר לסעיף 822/100),0,0,0,0,161
825200440,התזמורת הקאמרית,82,440,825200,ביטוח כלי נגינה,0,0,0,0,27
825200540,התזמורת הקאמרית,82,540,825200,טלפון ישיר (ב- 2014 הועבר לסעיף 821/540),0,0,0,0,3
825200550,התזמורת הקאמרית,12,550,825200,פרסומים ודפוס,0,0,0,0,27
825200570,התזמורת הקאמרית,10,570,825200,הוצאות מיכון,0,0,0,0,3
825200750,התזמורת הקאמרית,82,750,825200,התקשרות עם סולנים ומנצחים אורחים ,0,0,0,0,549
825200780,התזמורת הקאמרית,82,780,825200,הוצאות אחרות לפעולות ,0,0,0,0,147
,,,,8252,"סה""כ - התזמורת הקאמרית העירונית:",0,0,0,0,917
,,,,8254,להקות זמר ומחול,,,,,
825400100,להקות זמר ומחול,82,100,825400,משכורות כוללות,270,260,260,260,264
825400100,להקות זמר ומחול,82,100,825400,משכורות כוללות,270,260,260,260,264
825400550,להקות זמר ומחול,12,550,825400,פרסומים ודפוס,24,24,24,24,24
825400750,להקות זמר ומחול,82,750,825400,"""שרותי ניהול וליווי מוסיקלי ""יחדיו",58,57,57,57,56
825400751,להקות זמר ומחול,82,751,825400,"""שרותי ניהול וליווי מוסיקלי להקת ""זמר לך",51,50,50,50,44
825400780,להקות זמר ומחול,82,780,825400,הוצאות לפעולות,80,80,80,80,60
825400781,להקות זמר ומחול,82,781,825400,"הוצאות להקת ""גלגל במעגל""",160,160,160,160,141
825400783,להקות זמר ומחול,82,783,825400,הוצ' לפיתוח פעילות קהילתית במערב העיר (ח. סמדר) (ב- 2014 הועבר ל- 822/783),0,0,0,0,62
825400870,להקות זמר ומחול,82,870,825400,"הקצבה למתנ""ס יד התשעה לפעילות העדה האתיופית",30,20,20,20,20
825400980,להקות זמר ומחול,82,980,825400,"תשלום זכויות יוצרים  (אקו""ם, פדרציה ופי""ל)",160,160,160,160,139
,,,,8254,"סה""כ - להקות זמר ומחול:",833,811,811,811,810
,,,,82611,תאטרון עירוני ,,,,,
826110780,תאטרון עירוני,82,780,826110,הוצאות בגין סגירת אנסמבל תאטרון,0,0,0,0,210
826110870,תאטרון עירוני,82,870,826110,הקצבה לעמותת אנסמבל תאטרון,0,0,0,0,2850
,,,,82611,"סה""כ - תאטרון עירוני:",0,0,0,0,3060
,,,,8262,"יד לבנים, מוזיאון הרצליה לאמנות (מ- 2015 מופעל באמצעות תאגיד התרבות העירוני)",,,,,
826200100,יד לבנים - מוזיאון,82,100,826200,משכורות כוללות ,575,900,925,925,899
826200420,יד לבנים - מוזיאון,5,420,826200,תיקונים ואחזקה,11,11,11,11,10
826200430,יד לבנים - מוזיאון,82,430,826200,הוצאות חשמל,0,345,362,362,317
826200440,יד לבנים - מוזיאון,82,440,826200,ביטוח,280,280,280,280,270
826200540,יד לבנים - מוזיאון,82,540,826200,טלפון ישיר,0,25,25,25,18
826200550,יד לבנים - מוזיאון,12,550,826200,"פרסומים, דפוס ויח""צ",0,70,70,90,72
826200710,יד לבנים - מוזיאון,82,710,826200,הובלות,0,33,33,60,58
826200742,יד לבנים - מוזיאון,82,742,826200,אחזקת מכונת צילום,0,2,2,2,0
826200750,יד לבנים - מוזיאון,5,750,826200,אבטחה בקבלנות ,0,169,144,157,120
826200751,יד לבנים - מוזיאון,5,751,826200,אחזקת  טלוויזיה במעגל סגור ומערכות מיזוג אויר ומעלית,120,90,100,120,107
826200752,יד לבנים - מוזיאון,82,752,826200,שירותי אחזקה חיצוניים,0,50,50,50,50
826200753,יד לבנים - מוזיאון,5,753,826200,נקיון בקבלנות ,0,620,635,635,562
826200781,יד לבנים - מוזיאון,82,781,826200,הפקת קטלוגים ושימור האוסף,0,33,33,40,54
826200782,יד לבנים - מוזיאון,82,782,826200,הוצאות לפעולות ופרוייקטים מיוחדים ,0,454,454,400,484
826200783,יד לבנים - מוזיאון,82,783,826200,"חידוש ופיתוח תכנים במוז""ה",0,60,60,60,80
826200980,יד לבנים - מוזיאון,82,980,826200,הוצאות מחשוב האוסף - מותנה בתמיכה ממשרד התרבות,0,29,29,0,0
,,,,8262,"סה""כ - יד לבנים, מוזיאון הרצליה לאמנות:",986,3171,3213,3217,3099
,,,,82621,מוזיאון הראשונים,,,,,
826210100,מוזיאון הראשונים,82,100,826210,משכורות כוללות,518,500,515,515,488
826210420,מוזיאון הראשונים,5,420,826210,תיקונים ואחזקה,4,2,2,4,3
826210430,מוזיאון הראשונים,82,430,826210,הוצאות חשמל,21,20,23,23,15
826210540,מוזיאון הראשונים,82,540,826210,טלפון ישיר,5,5,8,8,4
826210550,מוזיאון הראשונים,12,550,826210,פרסומים ודפוס,28,28,28,28,28
826210750,מוזיאון הראשונים,5,750,826210,אבטחה בקבלנות ,134,129,129,129,110
826210751,מוזיאון הראשונים,5,751,826210,נקיון בקבלנות ,47,45,46,46,40
826210780,מוזיאון הראשונים,82,780,826210,הוצאות לפעולות ואחרות,80,80,80,80,79
,,,,82621,"סה""כ - מוזיאון הראשונים:",837,809,831,833,767
,,,,8264,תאגיד התרבות העירוני,,,,,
826400100,תאגיד התרבות העירוני,82,100,826400,שכר דרמה (במקביל בהכנסות - סעיף 3264/420),0,0,0,0,65
826400410,תאגיד התרבות העירוני,2,410,826400,שכר דירה - סינמטק ,375,340,350,350,331
