,"הצעת   התקציב   הרגיל   לשנת   2016   בש""ח",,,,,,,,,
811100754,754,811100,1,,עבודות איטום,גמיש,-25.00% ,300000,400000,398906.5
811100756,756,811100,1,,שמירה בקבלנות     ,קשיח,1.88% ,163000,160000,153747.68
811100758,758,811100,1,,עבודות חב' כלכלית,גמיש,0.00% ,250000,250000,231111.92
811100759,759,811100,1,,"טכנאים למחשבים בגנ""י ובבי""ס",גמיש,0.00% ,368300,0,0
811100780,780,811100,1,,ארועים-מינהל חינוך,גמיש,0.00% ,36000,36000,19646.24
811100781,781,811100,1,,"פעולות סמנכ""ל",גמיש,0.00% ,8000,8000,7837.6
811100782,782,811100,1,,כנס חולון לחינוך,גמיש,0.00% ,620000,620000,620000
811100783,783,811100,1,,פעילות ועד הורים,גמיש,0.00% ,7700,7700,7273.17
811100784,784,811100,1,,פעולות שונות,גמיש,0.00% ,60000,60000,25978
811100785,785,811100,1,,דירת חיילות,גמיש,0.00% ,100000,100000,75842.09
811100786,786,811100,1,,יועץ בטיחות למתקני ספורט,גמיש,0.00% ,90000,90000,77529
811100787,787,811100,1,,בדיקת ואחז' מתקני ספורט,גמיש,0.00% ,110000,110000,65972
811100788,788,811100,1,,תיקשוב וחדשנות,קשיח,0.00% ,129900,0,
811100794,794,811100,1,,השתתפות בעזר 094  ,קשיח,1.75% ,40600,39900,35440
811100810,810,811100,1,,מלגות לפולין,גמיש,0.00% ,350000,0,282000
811100850,850,811100,1,,מלגות             ,גמיש,8.33% ,650000,600000,384830
811100852,852,811100,1,,מלגות למצטיינים            ,גמיש,0.00% ,210000,210000,210000
811100930,930,811100,1,,מחשב לכל ילד,גמיש,0.00% ,100500,100500,39481.58
811100931,931,811100,1,,חול ובטיחות ספורט,גמיש,0.00% ,200000,200000,179761
811100932,932,811100,1,,הוצ' כנגד ילדי חוץ,קשיח,0.00% ,300000,300000,160234.24
811100933,933,811100,1,,"שמ""ש כללי",גמיש,-27.08% ,350000,480000,333598.12
811100934,934,811100,1,,מזנונים ( מהכנסות ),גמיש,0.00% ,80000,80000,45873
811100935,935,811100,1,,"העברה לבי""ס-ממזנונים",גמיש,6.67% ,480000,450000,471234.02
811100936,936,811100,1,,בטיחות בדרכים,גמיש,0.00% ,0,0,2900
811100938,938,811100,1,,"שמ""ש-ניהול עצמי",קשיח,12.50% ,90000,80000,66322
811100939,939,811100,1,,"הסכם תוכנות בי""ס",קשיח,20.00% ,300000,250000,199534.44
811100940,940,811100,1,,"מנב""סים",גמיש,0.00% ,150000,150000,37585.68
811100941,941,811100,1,,הוצאות כנגד הכנסות,גמיש,75.00% ,1400000,800000,1001737.47
811100947,947,811100,1,,תכנית תיקשוב-קיזוז רשויות,גמיש,0.00% ,200000,0,80205.95
811100961,961,811100,1,,רז' פעולות ורכישות,גמיש,0.00% ,80000,80000,61698
811200780,780,811200,1,,עיר פעילה ובריאה,גמיש,0.00% ,0,0,478859.83
811200781,781,811200,1,,עיר בריאה ומקיימת,גמיש,-100.00% ,0,200000,52676.67
811200782,782,811200,1,,עיר בריאה - הגנת הסביבה,גמיש,-100.00% ,0,150000,58800
811200783,783,811200,1,,עיר בריאה-רשות ניקוז ירקון,גמיש,-100.00% ,0,12500,0
811200812,812,811200,1,,השתת' בפרוייקט קרב,קשיח,9.80% ,9800000,8925000,9034379.54
811200813,813,811200,1,,"קרן רש""י         ",קשיח,-21.73% ,292900,374200,304541.73
811300780,780,811300,1,,פעולות,גמיש,0.00% ,139200,139200,116486.7
811300784,784,811300,1,,"הכשרת בי""ס HTH",גמיש,-4.84% ,1130000,1187500,642370
811300952,952,811300,1,,"יוזמות תשע""ה   ",גמיש,-100.00% ,0,160000,114754
811300953,953,811300,1,,"יוזמות תשע""ז     ",גמיש,0.00% ,160000,0,0
811300961,961,811300,1,,רז' פעולות ורכישות,גמיש,0.00% ,74000,0,0
811300981,981,811300,1,,מרכז איבחון בוקר,גמיש,-5.56% ,1700000,1800000,1600000
811300982,982,811300,1,,מרכז איבחון,גמיש,-2.90% ,1408000,1450000,1450000
811301780,780,811301,1,,פעולות,גמיש,30.00% ,416000,320000,317642.33
811304780,780,811304,1,,פעולות,גמיש,0.00% ,240000,240000,243503.01
811304781,781,811304,1,,פעולות כנגד הכנסות,גמיש,0.00% ,70000,70000,50000
811305110,110,811305,1,,השכר הקובע-תקציבית,שכר,0.00% ,0,0,973.73
811305118,118,811305,1,,שכר עובדי הוראה,שכר,1.00% ,505000,500000,500484.66
811305119,119,811305,1,,השכר הקובע-צוברת,שכר,25.96% ,421100,334300,355297.28
811305210,210,811305,1,,השכר הקובע,שכר,0.00% ,0,0,3210.51
811305759,759,811305,1,,שרותי סייעות,קשיח,0.00% ,0,0,423180.48
811305780,780,811305,1,,פעולות,גמיש,0.00% ,670000,670000,829058.38
811305781,781,811305,1,,"בתי""ס מוזיקליים",גמיש,0.00% ,1117000,1117000,946133
811305782,782,811305,1,,קבוץ מחנכים,גמיש,0.00% ,100000,100000,42400
811305783,783,811305,1,,יחודיות בית ספרית,גמיש,0.00% ,200000,200000,199999.97
811305784,784,811305,1,,מועדון הטייסת - קרן רמון,גמיש,0.00% ,80000,80000,80000
811305785,785,811305,1,,יוזמות ניהול עצמי,גמיש,-34.64% ,300000,459000,0
811306210,210,811306,1,,השכר הקובע,שכר,0.00% ,0,0,10107.34
811306780,780,811306,1,,פעולות,גמיש,-2.27% ,215000,220000,302005.19
811308210,210,811308,1,,השכר הקובע,שכר,0.00% ,0,0,13909.85
811308780,780,811308,1,,פעולות,גמיש,0.00% ,108000,108000,94090
811309780,780,811309,1,,פעולות,גמיש,-15.18% ,167600,197600,82500
811400110,110,811400,1,,השכר הקובע-תקציבית,שכר,3.93% ,185100,178100,177381.53
811400119,119,811400,1,,השכר הקובע-צוברת,שכר,2.93% ,389600,378500,256944.18
811400122,122,811400,1,,ביגוד             ,שכר,-13.64% ,5700,6600,4634.35
811400126,126,811400,1,,דמי הבראה         ,שכר,-1.89% ,15600,15900,12632.4
811400130,130,811400,1,,שעות נוספות       ,שכר,0.00% ,38700,38700,32142
811400140,140,811400,1,,השתתפות באחזקת רכב,שכר,9.61% ,55900,51000,55474.95
811400780,780,811400,1,,פעולות,גמיש,3.50% ,1242000,1200000,1314181.43
811400781,781,811400,1,,עיר ללא אלימות,גמיש,0.00% ,140000,140000,1614412.97
812200100,100,812200,1,,שכר עובדים לפי תקן, ,,                ,                ,
812200110,110,812200,1,,השכר הקובע-תקציבית,שכר,-15.16% ,3382600,3987000,4691270.25
812200119,119,812200,1,,השכר הקובע-צוברת  ,שכר,4.68% ,243800,232900,232141.62
812200122,122,812200,1,,ביגוד             ,שכר,-13.07% ,121000,139200,121723.9
812200126,126,812200,1,,דמי הבראה         ,שכר,-14.65% ,265700,311300,265446.45
812200420,420,812200,1,,כיבוי אש          ,גמיש,-44.44% ,50000,90000,37744
812200431,431,812200,1,,חשמל              ,קשיח,16.67% ,1400000,1200000,1423307.57
812200432,432,812200,1,,מים               ,קשיח,0.00% ,450000,450000,415653.49
812200433,433,812200,1,,חומרי נקיון       ,גמיש,211.54% ,202500,65000,63950
812200434,434,812200,1,,חיטוי והדברה      ,גמיש,0.00% ,40000,40000,24886
812200437,437,812200,1,,אחזקת אזעקה       ,קשיח,0.00% ,35000,35000,28347.14
812200450,450,812200,1,,ריהוט ואחזקתו     ,גמיש,0.00% ,360000,360000,359647.66
812200471,471,812200,1,,מכשרי כתיבה,גמיש,0.00% ,4500,4500,2382.1
812200500,500,812200,1,,הוצאות מינהליות   , ,,,,
812200540,540,812200,1,,הוצאות טלפון      ,גמיש,-20.74% ,162000,204400,199188.9
812200544,544,812200,1,,הוצאות דאר        ,קשיח,4.00% ,52000,50000,18256.36
812200551,551,812200,1,,מודעות והדבקתן    ,גמיש,25.00% ,2000,1600,0
812200562,562,812200,1,,הדפסות לרישום גנים,קשיח,0.00% ,60000,60000,21483.06
812200563,563,812200,1,,הדפסות  אוטומציה  ,קשיח,0.00% ,125000,125000,46908.87
812200571,571,812200,1,,"מיכון וענ""א       ",קשיח,20.57% ,55100,45700,43088.52
812200710,710,812200,1,,הובלות  והסעות    ,גמיש,-27.08% ,35000,48000,26035
812200723,723,812200,1,,חומרים לגנים      ,גמיש,-7.45% ,602500,651000,538500
812200724,724,812200,1,,חול לגנים         ,גמיש,0.00% ,30000,30000,6331.2
812200742,742,812200,1,,כלים וציוד        ,גמיש,0.00% ,40000,40000,39656.4
812200745,745,812200,1,,דמי פריצה - תכולה ,קשיח,0.00% ,0,0,-21955.66
812200746,746,812200,1,,דמי פריצה - מבנה  ,קשיח,0.00% ,0,0,826
812200750,750,812200,1,,אחזקת מוסדות,קשיח,3.72% ,3328600,3209300,2731805
812200756,756,812200,1,,שמירה וסדרנות     ,קשיח,0.00% ,55000,55000,27179.29
812200757,757,812200,1,,ע' לגננות+משלימות,קשיח,38.18% ,36018500,26066800,22527634.11
812200758,758,812200,1,,תחזוקת מתקני חצר,קשיח,0.00% ,320000,320000,248932
812200759,759,812200,1,,שרותי סייעות,שכר,15.35% ,5491000,4760100,1407928.28
812200761,761,812200,1,,משכורות לגננות    ,שכר,-0.83% ,22462000,22650000,21127512.82
812200765,765,812200,1,,גננות  מדינה בתקן,שכר,4.21% ,17436000,16732000,16236247.4
812200780,780,812200,1,,"השתתפות במרפ""ד    ",גמיש,0.00% ,0,0,-300000
812200781,781,812200,1,,ארועים            ,קשיח,-21.29% ,474800,603200,413161.39
812200794,794,812200,1,,השתתפות בעזר 094  ,קשיח,1.85% ,115500,113400,100704
812200931,931,812200,1,,רכ' כנגד מש' חינוך,קשיח,0.00% ,25000,25000,6817
812200932,932,812200,1,,העשרת הסביבה (מהמשרד),קשיח,0.00% ,423500,0,0
812200933,933,812200,1,,מתקני חצר         ,גמיש,0.00% ,120000,120000,48455.52
812210110,110,812210,1,,השכר הקובע-תקציבית,שכר,2.28% ,202200,197700,195034.8
812210119,119,812210,1,,השכר הקובע-צוברת  ,שכר,1.40% ,115500,113900,116955.32
812210122,122,812210,1,,ביגוד             ,שכר,2.56% ,8000,7800,6282.55
812210126,126,812210,1,,דמי הבראה         ,שכר,2.62% ,19600,19100,15115.8
812210130,130,812210,1,,שעות נוספות       ,שכר,0.00% ,7400,7400,8507.7
812210210,210,812210,1,,השכר הקובע,שכר,-38.13% ,15900,25700,34226.32
812210420,420,812210,1,,כיבוי אש          ,גמיש,0.00% ,5000,5000,830
812210433,433,812210,1,,חומרי ניקיון      ,גמיש,0.00% ,16000,16000,8300
812210434,434,812210,1,,חיטוי והדברה      ,גמיש,0.00% ,4000,4000,1569.4
812210450,450,812210,1,,ריהוט ואחזקתו     ,גמיש,40.00% ,70000,50000,39587
812210540,540,812210,1,,הוצאות טלפון      ,גמיש,-48.28% ,15000,29000,17000
812210710,710,812210,1,,הובלות והסעות     ,גמיש,0.00% ,4000,4000,0
812210723,723,812210,1,,חומרים לגנים      ,גמיש,-17.81% ,60000,73000,51200
812210724,724,812210,1,,חול לגנים         ,גמיש,0.00% ,5000,5000,558
812210742,742,812210,1,,כלים וציוד        ,גמיש,0.00% ,10000,10000,3522.5
812210757,757,812210,1,,ע' לגננות+משלימות,קשיח,15.82% ,3354200,2896000,2844669.74
812210759,759,812210,1,,שרותי סייעות,שכר,-15.63% ,1924500,2280900,2133731.64
812210782,782,812210,1,,השתתפות בהזנה     ,קשיח,-0.62% ,223600,225000,233881.3
812210783,783,812210,1,,"גן אחי""ה",גמיש,0.00% ,300000,300000,287729.53
812210931,931,812210,1,,רכ' כנגד מש' חינוך,קשיח,0.00% ,30000,30000,0
812210933,933,812210,1,,מתקני חצר         ,גמיש,0.00% ,30000,30000,0
812210934,934,812210,1,,"חומרים-ח""מ חופשות ",קשיח,-2.25% ,91300,93400,89217.7
812300783,783,812300,1,,גן דיגיטף,גמיש,0.00% ,99800,0,0
812300784,784,812300,1,,מרכז לגיל הרך - ספ' טיפולי,קשיח,0.00% ,1150000,1150000,1149999
812300785,785,812300,1,,"מעג""ן-קרן שטיינמינץ",קשיח,-33.33% ,200000,300000,0
812310110,110,812310,1,,השכר הקובע-תקציבית,שכר,3.21% ,64300,62300,61905.85
812310119,119,812310,1,,השכר הקובע-צוברת  ,שכר,4.93% ,49000,46700,45636.88
812310122,122,812310,1,,ביגוד             ,שכר,0.00% ,2400,2400,1951.4
812310126,126,812310,1,,דמי הבראה         ,שכר,0.00% ,6600,6600,5265.75
812310781,781,812310,1,,פעולות            ,קשיח,0.00% ,40000,40000,40000
812330872,872,812330,1,,בגובה העיניים ( הורים )    ,גמיש,0.00% ,500000,500000,469041.54
812360872,872,812360,1,,ריתמוסיקה ( הורים )    ,גמיש,0.00% ,3300000,3300000,3081426.45
812370870,870,812370,1,,תיאטרון בובות,גמיש,0.00% ,214200,214200,214200
812370872,872,812370,1,,תיאטרון בובות ( הורים )    ,גמיש,0.00% ,250000,250000,238498.66
812500872,872,812500,1,,"יול""א ( הורים )    ",גמיש,50.00% ,1500000,1000000,892669.34
813200100,100,813200,1,,שכר עובדים לפי תקן, ,,                ,                ,
813200110,110,813200,1,,השכר הקובע-תקציבית,שכר,-18.51% ,2323000,2850500,2790333.36
813200119,119,813200,1,,השכר הקובע-צוברת  ,שכר,8.59% ,4209700,3876800,2700078.27
813200122,122,813200,1,,ביגוד             ,שכר,-9.19% ,124500,137100,117787.75
813200126,126,813200,1,,דמי הבראה         ,שכר,-11.79% ,294700,334100,282069.75
813200130,130,813200,1,,שעות נוספות       ,שכר,0.00% ,255200,255200,229642.5
813200140,140,813200,1,,השתתפות באחזקת רכב,שכר,28.14% ,21400,16700,23600.95
813200210,210,813200,1,,השכר הקובע        ,שכר,0.00% ,30000,30000,0
813200213,213,813200,1,,קבוצות טיפוליות   ,שכר,-43.44% ,100000,176800,54991.06
813200255,255,813200,1,,"מ""מ מזכירה ושרתים ",שכר,-40.00% ,150000,250000,203261.17
813200257,257,813200,1,,שרתים ו'-ח' כלכלית,שכר,-52.65% ,50000,105600,0
813200263,263,813200,1,,עובדי חב' מוסדות  ,שכר,160.87% ,150000,57500,49218.15
813200411,411,813200,1,,שכירת אולמות      ,גמיש,0.00% ,5000,5000,0
813200413,413,813200,1,,דמי שימוש אולם שמיר,גמיש,0.00% ,125000,125000,125000
813200420,420,813200,1,,כיבוי אש          ,גמיש,-11.11% ,80000,90000,62109
813200423,423,813200,1,,תחזוקת מבנה       ,קשיח,-9.81% ,737200,817400,669200
813200431,431,813200,1,,חשמל              ,קשיח,-3.46% ,2686600,2782900,2189084
813200432,432,813200,1,,מים               ,גמיש,2.08% ,932800,913800,804024
813200434,434,813200,1,,חיטוי והדברה      ,גמיש,0.00% ,4800,4800,0
813200437,437,813200,1,,אחזקת אזעקה       ,קשיח,0.00% ,70000,70000,61474.46
813200450,450,813200,1,,ריהוט ואחזקתו     ,גמיש,0.00% ,450000,450000,446890.26
813200517,517,813200,1,,מסיבות מפקדים ושי ,גמיש,0.00% ,32000,32000,10614.35
813200530,530,813200,1,,אופניים לעובדים   ,קשיח,0.00% ,2000,2000,20
813200551,551,813200,1,,פירסומים          ,גמיש,0.00% ,4000,4000,2678.84
813200562,562,813200,1,,הדפסות            ,גמיש,0.00% ,15000,15000,9717.6
813200570,570,813200,1,,"שרות מערכת מנב""ס  ",קשיח,0.00% ,250000,250000,179980.55
813200571,571,813200,1,,"מיכון וענ""א       ",קשיח,20.61% ,83100,68900,65003.32
813200580,580,813200,1,,יעוץ נהול עצמי,גמיש,0.00% ,180000,180000,0
813200710,710,813200,1,,הובלות והסעות     ,גמיש,0.00% ,40000,40000,36000
813200721,721,813200,1,,חמרים-תחזוקת מבנים,גמיש,0.00% ,100000,100000,87127.3
813200722,722,813200,1,,חמרים-תחזוקה עצמית,גמיש,0.00% ,0,0,399.68
813200741,741,813200,1,,ציוד ספורט        ,גמיש,0.00% ,50000,50000,50000
813200745,745,813200,1,,דמי פריצה - תכולה ,קשיח,0.00% ,0,0,-89.52
813200746,746,813200,1,,דמי פריצה - מבנה  ,קשיח,0.00% ,0,0,-709.36
813200747,747,813200,1,,ציוד בטיחות,גמיש,0.00% ,8000,8000,104
813200750,750,813200,1,,אחזקת מוסדות,קשיח,-4.91% ,5307900,5581900,5105758
813200751,751,813200,1,,עבודות קבלניות    ,גמיש,0.00% ,323000,323000,0
813200752,752,813200,1,,נקיון בקבלנות     ,קשיח,19.03% ,7116900,5979000,5401795
813200753,753,813200,1,,מועדוניות שכונתיות,קשיח,-3.42% ,990000,1025100,907790.99
813200755,755,813200,1,,"מ""מ מזכירה ושרתים ",קשיח,-20.00% ,200000,250000,191047.65
813200759,759,813200,1,,שרותי סייעות,שכר,20.50% ,10271200,8523800,6879664.08
813200780,780,813200,1,,השת' בניצן ובסרטן     ,גמיש,-100.00% ,0,5600,590
813200781,781,813200,1,,הזנה,גמיש,0.00% ,0,0,505
813200788,788,813200,1,,"פרויקט פר""ח       ",קשיח,-10.00% ,90000,100000,74900
813200794,794,813200,1,,השתתפות בעזר 094  ,קשיח,1.89% ,329500,323400,290182.76
813200810,810,813200,1,,הקצבות מינהל עצמי ,גמיש,-3.78% ,671300,697700,611161.02
813200838,838,813200,1,,טיולים כנגד הכ' מהמשרד,גמיש,0.00% ,0,0,-1204741.7
813200870,870,813200,1,,"בני מנחם חב""ד",קשיח,0.00% ,0,0,205874.55
813200871,871,813200,1,,"בנות מנחם חב""ד",קשיח,0.00% ,0,0,95584.69
813200931,931,813200,1,,"שלטים לבי""ס       ",גמיש,0.00% ,10000,10000,2702
813200932,932,813200,1,,תוס' דיפרנצ' נהול עצמי-מהכ',קשיח,-0.30% ,1341000,1345000,0
