"הצעת   התקציב   הרגיל   לשנת   2015   בש""ח",,,,,,,,,
סעיף,פרק,ספר,,שם,סוג,אחוז השינוי מול 2014,"הצעה
2015","תקציב  מקורי
2014","ביצוע
2013"
757 ,761000 ,1 ,,תשאולים והודעות,גמיש,0.00% ,"5,600 ","5,600 ",479.87
931 ,761000 ,1 ,,רכישות חד פעמיות  ,גמיש,0.00% ,800 ,800 ,84.24
761000  סך הכל ,,,,מוקד ויעוץ לאזרחים,,2.82% ,"3,067,600 ","2,983,400 ","2,368,587.99"
000 ,764000 ,1 ,,תרבות הדיור       , ,,,,
100 ,764000 ,1 ,,שכר עובדים לפי תקן, ,,,,0.00
110 ,764000 ,1 ,,השכר הקובע-תקציבית,שכר,0.64% ,"141,200 ","140,300 ","136,105.64"
119 ,764000 ,1 ,,השכר הקובע-צוברת  ,שכר,0.43% ,"93,000 ","92,600 ","90,506.27"
122 ,764000 ,1 ,,ביגוד             ,שכר,0.00% ,"5,200 ","5,200 ","4,190.00"
126 ,764000 ,1 ,,דמי הבראה         ,שכר,0.78% ,"12,900 ","12,800 ","10,152.00"
140 ,764000 ,1 ,,השתתפות באחזקת רכב,שכר,-6.49% ,"21,600 ","23,100 ","23,265.65"
400 ,764000 ,1 ,,אחזקת בנינים וציוד, ,,,,0.00
471 ,764000 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"4,500 ","4,500 ","4,554.14"
500 ,764000 ,1 ,,הוצאות מינהליות   , ,,,,0.00
544 ,764000 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,"8,500 ","8,500 ","8,323.86"
562 ,764000 ,1 ,,הדפסות            ,גמיש,0.00% ,"2,000 ","2,000 ","2,500.00"
571 ,764000 ,1 ,,"מיכון וענ""א       ",קשיח,12.25% ,"22,900 ","20,400 ","22,900.00"
580 ,764000 ,1 ,,יעוץ חיצוני       ,גמיש,0.00% ,"28,000 ","28,000 ","24,719.00"
700 ,764000 ,1 ,,הוצאות לפעולות    , ,,,,0.00
723 ,764000 ,1 ,,אדניות            ,גמיש,0.00% ,"1,600 ","1,600 ",
782 ,764000 ,1 ,,סדנאות            ,גמיש,0.00% ,"1,600 ","1,600 ",
764000  סך הכל ,,,,תרבות הדיור       ,,0.70% ,"343,000 ","340,600 ","327,216.56"
000 ,765000 ,1 ,,השת' במוסדות+שונות, ,,                ,                ,
800 ,765000 ,1 ,,השת' תמיכות תרומות, ,,                ,                ,0.00
811 ,765000 ,1 ,,הקצבה למרכז השלטון,קשיח,0.00% ,"450,000 ","450,000 ","70,994.00"
812 ,765000 ,1 ,,"השת' ביה""ד למשמעת",קשיח,12.50% ,"27,000 ","24,000 ","26,172.00"
765000  סך הכל ,,,,השת' במוסדות+שונות,,0.63% ,"477,000 ","474,000 ","97,166.00"
000 ,767000 ,1 ,,בטוח אלמנטרי לרשות, ,,                ,                ,
110 ,767000 ,1 ,,השכר הקובע-תקציבית,שכר,0.00% ,0 ,0 ,"47,878.48"
119 ,767000 ,1 ,,השכר הקובע-צוברת  ,שכר,-1.53% ,"251,700 ","255,600 ","260,739.58"
122 ,767000 ,1 ,,ביגוד             ,שכר,-40.00% ,"2,700 ","4,500 ","3,596.00"
126 ,767000 ,1 ,,דמי הבראה         ,שכר,-49.53% ,"5,400 ","10,700 ","8,460.00"
140 ,767000 ,1 ,,השתתפות באחזקת רכב,שכר,29.44% ,"29,900 ","23,100 ","31,478.80"
440 ,767000 ,1 ,,קופת ביטוח        ,קשיח,0.00% ,"350,000 ","350,000 ","38,911.70"
441 ,767000 ,1 ,,בטוח תושבים צד ג' ,קשיח,0.00% ,"192,500 ","192,500 ","141,552.00"
442 ,767000 ,1 ,,השת' עצמית - גוף,קשיח,-40.00% ,"1,500,000 ","2,500,000 ","2,801,111.21"
443 ,767000 ,1 ,,השת' עצמית - רכוש,קשיח,0.00% ,"350,000 ","350,000 ","133,519.47"
444 ,767000 ,1 ,,ביטוח חבות מעביד  ,קשיח,-22.43% ,"24,900 ","32,100 ","4,900.00"
445 ,767000 ,1 ,,ביטוח חבות מקצועית,קשיח,-12.50% ,"7,000 ","8,000 ","3,910.00"
446 ,767000 ,1 ,,סחורה בהעברה,קשיח,0.00% ,800 ,800 ,200.00
447 ,767000 ,1 ,,נאמנות עובדים,קשיח,20.00% ,"13,800 ","11,500 ","10,500.00"
448 ,767000 ,1 ,,ביטוח אש,קשיח,31.30% ,"995,000 ","757,800 ","746,114.58"
580 ,767000 ,1 ,,יעוץ לביטוח       ,קשיח,0.00% ,"55,000 ","55,000 ","46,800.00"
581 ,767000 ,1 ,,טיפול משפטי,קשיח,0.00% ,"500,000 ","500,000 ","550,268.29"
767000  סך הכל ,,,,בטוח אלמנטרי לרשות,,-15.30% ,"4,278,700 ","5,051,600 ","4,829,940.11"
000 ,768000 ,1 ,,מרכז הדרכה ופיתוח, ,,                ,                ,
126 ,768000 ,1 ,,דמי הבראה         ,שכר,0.00% ,0 ,0 ,"39,821.65"
768000  סך הכל ,,,,מרכז הדרכה ופיתוח,,0.00% ,0 ,0 ,"39,821.65"
000 ,769000 ,1 ,,שרותים שונים      , ,,                ,                ,
100 ,769000 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,
110 ,769000 ,1 ,,השכר הקובע-תקציבית,שכר,-1.67% ,"88,400 ","89,900 ","121,590.13"
119 ,769000 ,1 ,,השכר הקובע-צוברת  ,שכר,6.40% ,"104,800 ","98,500 ","106,801.43"
122 ,769000 ,1 ,,ביגוד             ,שכר,10.64% ,"5,200 ","4,700 ","3,771.00"
126 ,769000 ,1 ,,דמי הבראה         ,שכר,14.53% ,"13,400 ","11,700 ","9,221.40"
130 ,769000 ,1 ,,שעות נוספות       ,שכר,0.00% ,0 ,0 ,2.95
140 ,769000 ,1 ,,השתתפות באחזקת רכב,שכר,-28.76% ,"10,900 ","15,300 ","11,166.50"
400 ,769000 ,1 ,,אחזקת בנינים וציוד, ,,,,0.00
432 ,769000 ,1 ,,מים               ,קשיח,0.00% ,"2,200 ","2,200 ",
471 ,769000 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"10,000 ","10,000 ","3,556.38"
511 ,769000 ,1 ,,אירוח וכיבוד      ,גמיש,0.00% ,"4,000 ","4,000 ","4,237.07"
519 ,769000 ,1 ,,תרומות            ,גמיש,0.00% ,"16,000 ","16,000 ",
561 ,769000 ,1 ,,שיכפולים          ,גמיש,0.00% ,"2,000 ","2,000 ","2,215.00"
562 ,769000 ,1 ,,הדפסות            ,גמיש,0.00% ,"4,000 ","4,000 ","4,909.00"
580 ,769000 ,1 ,,בקרה - ועדת תמיכות,גמיש,0.00% ,"29,500 ",0 ,
700 ,769000 ,1 ,,הוצאות לפעולות    , ,,,,0.00
721 ,769000 ,1 ,,"חמרים לתחזוקת ""נקודת חן""",גמיש,0.00% ,800 ,800 ,
751 ,769000 ,1 ,,"עבודות קבלניות ""נקודת חן""",גמיש,0.00% ,"6,400 ","6,400 ",
752 ,769000 ,1 ,,נקיון בית הוועד,קשיח,0.00% ,"9,300 ","9,300 ","7,998.17"
780 ,769000 ,1 ,,השתתפויות         ,גמיש,-10.00% ,"450,000 ","500,000 ","397,504.10"
781 ,769000 ,1 ,,מצגת יד לבנים,גמיש,0.00% ,"16,000 ","16,000 ","14,732.00"
782 ,769000 ,1 ,,תמלוגים-על מוסיקה ,גמיש,0.00% ,"280,000 ","280,000 ","269,999.82"
784 ,769000 ,1 ,,קשר עם חיילים     ,גמיש,4.21% ,"396,000 ","380,000 ","376,859.00"
786 ,769000 ,1 ,,מעמד האשה,גמיש,0.00% ,"240,000 ","240,000 ","135,313.80"
800 ,769000 ,1 ,,השת' תמיכות תרומות, ,,,,0.00
811 ,769000 ,1 ,,קמחא דפסחא,גמיש,0.00% ,"114,000 ","114,000 ",
813 ,769000 ,1 ,,תמיכה לראש השנה,גמיש,0.00% ,"35,000 ","35,000 ",
816 ,769000 ,1 ,,הקצבה לועד הורים  ,גמיש,0.00% ,"31,000 ","31,000 ","31,000.00"
820 ,769000 ,1 ,,תמיכה במוסדות דת  ,גמיש,0.00% ,"520,000 ","520,000 ","519,999.00"
821 ,769000 ,1 ,,ועדת תמיכות       ,גמיש,0.00% ,"155,000 ","155,000 ","154,063.00"
884 ,769000 ,1 ,,שמות לאנדרטה      ,גמיש,0.00% ,"12,000 ","12,000 ","6,669.00"
885 ,769000 ,1 ,,טיפול במשפ' שכולות,גמיש,0.00% ,"30,000 ","30,000 ",
769000  סך הכל ,,,,שרותים שונים      ,,-0.07% ,"2,585,900 ","2,587,800 ","2,181,608.75"
000 ,769100 ,1 ,,בית  העובד        , ,,                ,                ,
210 ,769100 ,1 ,,השכר הקובע,שכר,0.00% ,"26,000 ","26,000 ","19,835.40"
253 ,769100 ,1 ,,שכר הדרכה,שכר,0.00% ,"4,000 ","4,000 ",
471 ,769100 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"3,000 ","3,000 ","2,895.00"
511 ,769100 ,1 ,,אירוח וכיבוד      ,גמיש,0.00% ,"1,600 ","1,600 ","1,906.93"
544 ,769100 ,1 ,,הוצאות דאר        ,גמיש,0.00% ,"36,000 ","36,000 ",
561 ,769100 ,1 ,,שיכפולים          ,גמיש,0.00% ,"5,200 ","5,200 ","5,600.92"
723 ,769100 ,1 ,,חומרים            ,גמיש,0.00% ,"1,100 ","1,100 ",
752 ,769100 ,1 ,,נקיון בית העובד,קשיח,0.00% ,"9,300 ","9,300 ","8,600.00"
781 ,769100 ,1 ,,פעולות תרבות      ,גמיש,47.50% ,"11,800 ","8,000 ","7,010.32"
782 ,769100 ,1 ,,יריד אומנים       ,גמיש,0.00% ,"2,000 ","2,000 ",
931 ,769100 ,1 ,,ציוד חד פעמי      ,גמיש,0.00% ,"2,000 ","2,000 ","1,354.00"
769100  סך הכל ,,,,בית  העובד        ,,3.87% ,"102,000 ","98,200 ","47,202.57"
000 ,770000 ,1 ,,פיתוח כלכלי       , ,,                ,                ,
000 ,772000 ,1 ,,עידוד תעשיה ומלאכה, ,,                ,                ,
000 ,772100 ,1 ,,מינהלת תעשיה ומסחר, ,,                ,                ,
110 ,772100 ,1 ,,השכר הקובע-תקציבית,שכר,0.48% ,"125,100 ","124,500 ","120,340.93"
119 ,772100 ,1 ,,השכר הקובע-צוברת  ,שכר,1.72% ,"951,200 ","935,100 ","908,206.44"
122 ,772100 ,1 ,,ביגוד             ,שכר,1.67% ,"12,200 ","12,000 ","9,640.40"
126 ,772100 ,1 ,,דמי הבראה         ,שכר,0.75% ,"26,900 ","26,700 ","21,826.53"
130 ,772100 ,1 ,,שעות נוספות       ,שכר,0.00% ,"19,300 ","19,300 ","19,064.10"
140 ,772100 ,1 ,,השתתפות באחזקת רכב,שכר,3.46% ,"140,500 ","135,800 ","137,969.80"
420 ,772100 ,1 ,,כיבוי אש          ,גמיש,0.00% ,"2,000 ","2,000 ",
433 ,772100 ,1 ,,חומרי נקיון       ,גמיש,0.00% ,"3,000 ","3,000 ","2,506.60"
470 ,772100 ,1 ,,אחזקת מכונות משרד ,גמיש,0.00% ,"2,500 ","2,500 ","1,551.46"
471 ,772100 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"15,000 ","15,000 ","11,694.81"
492 ,772100 ,1 ,,השתתפות בעזר 092  ,קשיח,0.30% ,"67,700 ","67,500 ","60,384.00"
511 ,772100 ,1 ,,אירוח וכיבוד      ,גמיש,25.00% ,"11,000 ","8,800 ","8,571.86"
512 ,772100 ,1 ,,"נסיעות ואש""ל      ",גמיש,0.00% ,"3,400 ","3,400 ","1,824.90"
522 ,772100 ,1 ,,ספרים ועיתונים    ,גמיש,0.00% ,"2,600 ","2,600 ","2,372.76"
544 ,772100 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,700 ,700 ,426.98
550 ,772100 ,1 ,,פירסומים          ,גמיש,-100.00% ,0 ,"4,800 ",
561 ,772100 ,1 ,,שיכפולים          ,גמיש,0.00% ,"1,900 ","1,900 ",922.00
562 ,772100 ,1 ,,הדפסות            ,גמיש,0.00% ,"1,100 ","1,100 ",
565 ,772100 ,1 ,,"תצאו""ת            ",גמיש,0.00% ,"16,000 ","16,000 ",
571 ,772100 ,1 ,,"מיכון וענ""א       ",קשיח,12.23% ,"68,800 ","61,300 ","68,700.00"
596 ,772100 ,1 ,,השתתפות בעזר 096  ,קשיח,-1.96% ,"10,000 ","10,200 ","9,111.00"
722 ,772100 ,1 ,,חמרים-תחזוקה עצמית,גמיש,-100.00% ,0 ,"1,000 ",273.96
752 ,772100 ,1 ,,נקיון בקבלנות     ,קשיח,-1.84% ,"16,000 ","16,300 ","17,000.00"
754 ,772100 ,1 ,,פינויים           ,גמיש,0.00% ,"4,000 ","4,000 ",
759 ,772100 ,1 ,,עבודות אחזקה,גמיש,25.00% ,"320,000 ","256,000 ","319,979.00"
781 ,772100 ,1 ,,"פעולות סמנכ""ל",גמיש,0.00% ,"7,700 ","7,700 ",404.32
794 ,772100 ,1 ,,השתתפות בעזר 094  ,קשיח,-1.06% ,"9,300 ","9,400 ","8,474.00"
870 ,772100 ,1 ,,"השתתפות במט""י     ",גמיש,0.00% ,"150,000 ","150,000 ","150,000.00"
931 ,772100 ,1 ,,רכישות            ,גמיש,-100.00% ,0 ,"2,800 ",312.00
960 ,772100 ,1 ,,פעולות לעידוד א.ת.,גמיש,0.00% ,"48,000 ","48,000 ","45,803.60"
772100  סך הכל ,,,,מינהלת תעשיה ומסחר,,4.44% ,"2,035,900 ","1,949,400 ","1,927,361.45"
000 ,781100 ,1 ,,פיקוח  עירוני     , ,,                ,                ,
100 ,781100 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,781100 ,1 ,,השכר הקובע-תקציבית,שכר,-10.85% ,"1,225,400 ","1,374,600 ","1,268,758.60"
119 ,781100 ,1 ,,השכר הקובע-צוברת  ,שכר,5.99% ,"4,502,000 ","4,247,400 ","4,050,974.16"
122 ,781100 ,1 ,,ביגוד             ,שכר,4.55% ,"29,900 ","28,600 ","23,067.35"
126 ,781100 ,1 ,,דמי הבראה         ,שכר,4.33% ,"255,200 ","244,600 ","205,643.35"
130 ,781100 ,1 ,,שעות נוספות       ,שכר,-5.17% ,"916,800 ","966,800 ","844,328.05"
140 ,781100 ,1 ,,השתתפות באחזקת רכב,שכר,-10.14% ,"235,700 ","262,300 ","250,656.45"
253 ,781100 ,1 ,,חברה קבלנית       ,שכר,0.00% ,"200,000 ","200,000 ","168,480.24"
431 ,781100 ,1 ,,חשמל              ,קשיח,0.00% ,"56,400 ","56,400 ","56,269.99"
432 ,781100 ,1 ,,מים               ,קשיח,0.00% ,"1,400 ","1,400 ",
433 ,781100 ,1 ,,חומרי נקיון       ,גמיש,0.00% ,"8,800 ",0 ,"6,448.89"
437 ,781100 ,1 ,,אחזקת אזעקה       ,קשיח,0.00% ,"6,100 ","6,100 ","4,835.62"
441 ,781100 ,1 ,,בטוח תאונות אישיות,קשיח,0.00% ,400 ,400 ,130.00
470 ,781100 ,1 ,,אחזקת מכונות משרד ,גמיש,0.00% ,"7,000 ","7,000 ","2,780.32"
471 ,781100 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"50,000 ","50,000 ","45,858.78"
492 ,781100 ,1 ,,השתתפות בעזר 092  ,קשיח,0.24% ,"334,200 ","333,400 ","298,025.00"
511 ,781100 ,1 ,,אירוח וכיבוד      ,גמיש,54.32% ,"25,000 ","16,200 ","18,516.45"
512 ,781100 ,1 ,,"נסיעות ואש""ל      ",גמיש,0.00% ,200 ,200 ,348.00
516 ,781100 ,1 ,,כיבוד-ארוע'עירונים,גמיש,0.00% ,"6,600 ","6,600 ","6,198.30"
544 ,781100 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,"14,000 ","14,000 ","13,514.20"
550 ,781100 ,1 ,,פירסומים          ,גמיש,0.00% ,"2,400 ","2,400 ",
561 ,781100 ,1 ,,שיכפולים          ,גמיש,0.00% ,"20,000 ","20,000 ","17,909.82"
562 ,781100 ,1 ,,הדפסות            ,גמיש,200.00% ,"30,000 ","10,000 ","9,000.00"
565 ,781100 ,1 ,,ציוד לעררי חניה,גמיש,0.00% ,"36,000 ","36,000 ","39,074.72"
570 ,781100 ,1 ,,עיבוד נתונים      ,גמיש,0.00% ,"22,700 ",,
571 ,781100 ,1 ,,"מיכון וענ""א       ",קשיח,12.26% ,"274,600 ","244,600 ","274,200.00"
580 ,781100 ,1 ,,שמאות ומדידות     ,גמיש,0.00% ,"6,400 ","6,400 ","1,377.00"
596 ,781100 ,1 ,,השתתפות בעזר 096  ,קשיח,-1.80% ,"894,800 ","911,200 ","722,953.00"
715 ,781100 ,1 ,,עבודות קבלניות-רכב,גמיש,0.00% ,800 ,800 ,
722 ,781100 ,1 ,,חמרים-תחזוקה עצמית,גמיש,0.00% ,"4,800 ","4,800 ","5,043.06"
735 ,781100 ,1 ,,ליסינג,גמיש,0.00% ,"162,000 ",,
744 ,781100 ,1 ,,מדים וציוד אישי   ,גמיש,21.79% ,"57,000 ","46,800 ","46,687.80"
751 ,781100 ,1 ,,עבודות קבלניות    ,גמיש,0.00% ,"4,100 ","4,100 ","3,031.00"
752 ,781100 ,1 ,,נקיון בקבלנות     ,קשיח,-0.86% ,"46,000 ","46,400 ","39,999.90"
759 ,781100 ,1 ,,גרירות            ,גמיש,0.00% ,"6,400 ","6,400 ","5,385.00"
780 ,781100 ,1 ,,מבצעים מיוחדים    ,גמיש,0.00% ,"25,000 ","25,000 ","9,808.20"
781 ,781100 ,1 ,,"""לולהטק"" - ניהול ואכיפה",גמיש,0.00% ,"32,000 ",0 ,
789 ,781100 ,1 ,,כביסה             ,גמיש,0.00% ,"4,800 ","4,800 ","1,057.50"
794 ,781100 ,1 ,,השתתפות בעזר 094  ,קשיח,-1.31% ,"37,800 ","38,300 ","34,640.00"
932 ,781100 ,1 ,,רכישות חד-פעמיות  ,גמיש,0.00% ,"16,000 ","16,000 ","42,900.10"
781100  סך הכל ,,,,פיקוח  עירוני     ,,3.45% ,"9,558,700 ","9,240,000 ","8,517,900.85"
000 ,781200 ,1 ,,רשות חניה         , ,,                ,                ,
541 ,781200 ,1 ,,משלוחים           ,קשיח,0.00% ,"400,000 ","400,000 ","273,008.08"
542 ,781200 ,1 ,,עררים תשובה שלילית,גמיש,0.00% ,"120,000 ",,
544 ,781200 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,"30,000 ","30,000 ","30,351.12"
561 ,781200 ,1 ,,שיכפולים          ,גמיש,0.00% ,"1,500 ","1,500 ","1,292.00"
562 ,781200 ,1 ,,הדפסות            ,גמיש,0.00% ,"74,000 ","74,000 ","30,821.71"
570 ,781200 ,1 ,,עיבוד נתונים      ,קשיח,0.00% ,"550,000 ","550,000 ","520,000.00"
758 ,781200 ,1 ,,מסופוני חניה,קשיח,0.00% ,"120,000 ","120,000 ","120,000.00"
780 ,781200 ,1 ,,ניהול עררי חניה,גמיש,0.00% ,"24,000 ","24,000 ","26,631.68"
781200  סך הכל ,,,,רשות חניה         ,,10.00% ,"1,319,500 ","1,199,500 ","1,002,104.59"
000 ,781300 ,1 ,,סיירת שיקמה, ,,                ,                ,
119 ,781300 ,1 ,,השכר הקובע-צוברת  ,שכר,3.54% ,"403,600 ","389,800 ",
471 ,781300 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"3,000 ","3,000 ","1,477.15"
561 ,781300 ,1 ,,שיכפולים          ,גמיש,0.00% ,"1,600 ","1,600 ",
735 ,781300 ,1 ,,ליסינג,גמיש,0.00% ,"100,000 ","100,000 ",
780 ,781300 ,1 ,,הפעלת סירת שיקמה,גמיש,0.00% ,"20,000 ","20,000 ","13,732.10"
781300  סך הכל ,,,,סיירת שיקמה,,2.68% ,"528,200 ","514,400 ","15,209.25"
000 ,782000 ,1 ,,בית המשפט העירוני , ,,                ,                ,
100 ,782000 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,782000 ,1 ,,השכר הקובע-תקציבית,שכר,5.34% ,"486,900 ","462,200 ","452,431.66"
119 ,782000 ,1 ,,השכר הקובע-צוברת  ,שכר,8.03% ,"689,200 ","638,000 ","550,648.03"
122 ,782000 ,1 ,,ביגוד             ,שכר,-10.42% ,"23,200 ","25,900 ","21,468.20"
126 ,782000 ,1 ,,דמי הבראה         ,שכר,4.57% ,"52,600 ","50,300 ","172,079.43"
130 ,782000 ,1 ,,שעות נוספות       ,שכר,5.05% ,"62,400 ","59,400 ","61,914.90"
140 ,782000 ,1 ,,השתתפות באחזקת רכב,שכר,-0.69% ,"86,600 ","87,200 ","85,737.20"
253 ,782000 ,1 ,,קלדנית לשופטים    ,שכר,0.00% ,0 ,0 ,"14,276.00"
400 ,782000 ,1 ,,אחזקת בנינים וציוד, ,,,,0.00
410 ,782000 ,1 ,,שכר דירה ועד בית  ,קשיח,0.00% ,"110,000 ","110,000 ","68,878.97"
420 ,782000 ,1 ,,כיבוי אש          ,גמיש,0.00% ,"2,000 ","2,000 ","2,000.00"
431 ,782000 ,1 ,,חשמל              ,קשיח,0.00% ,"16,300 ","16,300 ","17,693.99"
432 ,782000 ,1 ,,מים               ,קשיח,0.00% ,"2,300 ","2,300 ",
433 ,782000 ,1 ,,חומרי נקיון       ,גמיש,0.00% ,"4,000 ","4,000 ","1,382.38"
437 ,782000 ,1 ,,מנוי למוקד,קשיח,0.00% ,"2,000 ","2,000 ","1,929.88"
450 ,782000 ,1 ,,ריהוט ואחזקתו     ,גמיש,0.00% ,"2,300 ","2,300 ",
470 ,782000 ,1 ,,אחזקת מכונות משרד ,גמיש,0.00% ,"3,600 ","3,600 ","1,776.25"
471 ,782000 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"36,000 ","36,000 ","27,971.83"
500 ,782000 ,1 ,,הוצאות מינהליות   , ,,,,0.00
511 ,782000 ,1 ,,אירוח וכיבוד      ,גמיש,0.00% ,"12,000 ","12,000 ","6,686.50"
512 ,782000 ,1 ,,"נסיעות ואש""ל      ",גמיש,0.00% ,200 ,200 ,
522 ,782000 ,1 ,,ספרים ועיתונים    ,גמיש,0.00% ,"1,500 ","1,500 ",
540 ,782000 ,1 ,,הוצאות טלפון      ,קשיח,0.00% ,"10,000 ","10,000 ","4,462.79"
544 ,782000 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,"120,600 ","120,600 ","102,152.18"
562 ,782000 ,1 ,,הדפסות            ,גמיש,150.00% ,"30,000 ","12,000 ","5,795.00"
571 ,782000 ,1 ,,"מיכון וענ""א       ",קשיח,12.30% ,"148,800 ","132,500 ","148,600.00"
580 ,782000 ,1 ,,משטרה הוצ'לפועל   ,קשיח,-100.00% ,0 ,"75,500 ","188,868.92"
721 ,782000 ,1 ,,חמרים-תחזוקת מבנים,גמיש,0.00% ,500 ,500 ,188.60
751 ,782000 ,1 ,,עבודות קבלניות    ,גמיש,0.00% ,"4,000 ","4,000 ","1,500.00"
752 ,782000 ,1 ,,נקיון בקבלנות     ,קשיח,0.00% ,"26,700 ","26,700 ","23,800.00"
756 ,782000 ,1 ,,שמירה בקבלנות     ,קשיח,34.19% ,"104,000 ","77,500 ","72,796.16"
780 ,782000 ,1 ,,השתת' בשכר שופטים ,קשיח,9.09% ,"360,000 ","330,000 ","351,943.00"
794 ,782000 ,1 ,,השתתפות בעזר 094  ,קשיח,0.00% ,"3,200 ","3,200 ","2,886.00"
871 ,782000 ,1 ,,השתתפות בשכר עדים ,גמיש,75.00% ,"7,000 ","4,000 ","3,100.00"
931 ,782000 ,1 ,,רכישות            ,גמיש,0.00% ,"14,000 ",0 ,
782000  סך הכל ,,,,בית המשפט העירוני ,,4.77% ,"2,421,900 ","2,311,700 ","2,392,967.87"
000 ,782100 ,1 ,,בית הדין למשמעת, ,,                ,                ,
782100  סך הכל ,,,,בית הדין למשמעת,,0.00% ,0 ,0 ,0.00
000 ,800000 ,1 ,,שרותים ממלכתיים   , ,,                ,                ,
000 ,810000 ,1 ,,החינוך הפורמלי    , ,,                ,                ,
000 ,811000 ,1 ,,מינהל החינוך      , ,,                ,                ,
000 ,811100 ,1 ,,מינהלת-חינוך פורמלי, ,,                ,                ,
100 ,811100 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,811100 ,1 ,,השכר הקובע-תקציבית,שכר,-20.84% ,"1,223,700 ","1,545,900 ","1,520,019.64"
119 ,811100 ,1 ,,השכר הקובע-צוברת  ,שכר,-13.76% ,"3,836,000 ","4,447,900 ","3,643,679.50"
122 ,811100 ,1 ,,ביגוד             ,שכר,3.47% ,"86,400 ","83,500 ","71,712.35"
126 ,811100 ,1 ,,דמי הבראה         ,שכר,7.15% ,"197,800 ","184,600 ","602,661.78"
130 ,811100 ,1 ,,שעות נוספות       ,שכר,37.90% ,"254,700 ","184,700 ","199,832.00"
140 ,811100 ,1 ,,השתתפות באחזקת רכב,שכר,2.33% ,"602,400 ","588,700 ","600,680.50"
