חשבון ,,פרק,שם חשבון ,מחלקה ,מקורי 2015 ,ביצוע עד ספטמ,תקציב 2016-כו,תקציב בסיס 2016,מותנה 2016 
1813100141,813100141,81,החזר הוצאות אחר ,4813100,25000,18800,26000,26000,0
1813100181,813100181,81,הפרשות סוציאליות ,4813100,130000,111400,151000,151000,0
1813100182,813100182,81,מיסים ועלויות ,4813100,101000,80900,110000,110000,0
1813100531,813100531,81,רכב צמוד-מרטין עובדי-7-39,4813100,35000,13300,25000,25000,0
1813100540,813100540,81,יסודי-מינהל ,4813100,2500,900,2500,2500,0
1813200110,813200110,81,השכר הקובע ,4813200,20740000,15663800,22919000,22919000,0
1813200120,813200120,81,תוספות שלא נכללות בשכר ,4813200,2168000,2271200,2537000,2537000,0
1813200130,813200130,81,שעות נוספות ,4813200,1467000,1545200,2016000,1814400,201600
1813200140,813200140,81,החזר הוצאות רכב ,4813200,416000,327800,504000,504000,0
1813200141,813200141,81,החזר הוצאות אחר ,4813200,1338000,1060000,1572000,1572000,0
1813200181,813200181,81,הפרשות סוציאליות ,4813200,4075000,3266400,4664000,4664000,0
1813200182,813200182,81,מיסים ועלויות ,4813200,3298000,2463900,3803000,3803000,0
1813200210,813200210,81,משכורת זמניים ,4813200,1800000,1147100,0,0,0
1813200211,813200211,81,השכר הקובע/זמניים ,4813200,500000,370000,0,0,0
1813200540,813200540,81,דואר וטלפון ,4813200,0,0,0,0,0
1813200542,813200542,81,תקשורת סלולרית ,4813200,2500,800,2000,2000,0
1813200545,813200545,81,אינטרנט-בהס יסודיים ,4813200,0,0,0,0,0
1813200720,813200720,81,דמי מחזור ,4813200,540000,532600,540000,540000,0
1813200740,813200740,81,כלים מכשירים וציוד ,4813200,100000,75600,100000,100000,0
1813200750,813200750,81,מט'ח+תיקוני מחשב ,4813200,68000,40000,250000,150000,100000
1813200751,813200751,81,מערכות אזעקה ,4813200,80000,39200,80000,80000,0
1813200755,813200755,81,נקיון יסודי קבלניות ,4813200,5780000,3608000,6000000,6000000,0
1813200760,813200760,81,מזגנים ,4813200,230000,196500,240000,240000,0
1813200764,813200764,81,תכנית שמיד חינוך יסודי ,4813200,980000,671100,980000,980000,0
1813200771,813200771,81,"חשמל ביה""ס יסודיים ",4813200,3400000,2364700,3400000,3400000,0
1813200772,813200772,81,מים יסודי ,4813200,1830000,1157300,1500000,1500000,0
1813200780,813200780,81,פרוייקטים חינוכיים ,4813200,2050000,1678100,2500000,2050000,450000
1813200820,813200820,81,לימודי יהדות-יסודי+גנים ,4813200,250000,187500,250000,250000,0
1813201760,813201760,81,פנימיות יום ,4813200,900000,770700,900000,900000,0
1813202760,813202760,81,קרב ,4813200,5870000,4436000,5880000,5880000,0
1813203540,813203540,81,טלפון מועדוניות ,4813200,0,0,0,0,0
1813204580,813204580,81,ייעוץ ומעקב בניהול כספים ,4813200,200000,117300,210000,200000,10000
1813204810,813204810,81,ניהול עצמי ,4813200,1950000,1908400,1950000,1950000,0
1813204811,813204811,81,העשרה פדגוגית נ.עצמי ,4813200,1350000,1337100,1350000,1350000,0
1813205750,813205750,81,שיפוצים ,4813200,425000,406200,425000,425000,0
1813205751,813205751,81,רכישות מוקד ,4813200,0,0,0,0,0
1813206760,813206760,81,שיכפולים ,4813200,450000,291500,450000,450000,0
1813206761,813206761,81,חומרי מלאכה-מ.חינוך ,4813200,550000,504100,550000,550000,0
1813206762,813206762,81,אגרת עולים חדשים ,4813200,150000,2200,150000,150000,0
1813207760,813207760,81,פרויקט ספרי לימוד ,4813200,0,0,0,0,0
1813207761,813207761,81,העשרת ספרי ספריה ,4813200,78000,0,80000,80000,0
1813208760,813208760,81,בהס מנגן ,4813200,1100000,707100,1100000,1100000,0
1813209760,813209760,81,בס של הקיץ ,4813200,3000000,0,2500000,2500000,0
1813300530,813300530,81,רכב צמוד-מנהלת ח.מיוח5-72,4813200,45000,2800,0,0,0
1813300780,813300780,81,יוזמות חינוך מיוחד ,4813200,630000,223300,650000,600000,50000
1813400110,813400110,81,השכר -פרויקטים חינוכיים ,4813400,176000,151900,209000,209000,0
1813400120,813400120,81,תוספות שלא נכללות בשכר ,4813400,30000,24600,29000,29000,0
1813400140,813400140,81,החזר הוצאות רכב ,4813400,3000,0,0,0,0
1813400141,813400141,81,החזר הוצאות אחר ,4813400,2000,300,1000,1000,0
1813400181,813400181,81,הפרשות סוציאליות ,4813400,40000,39400,54000,54000,0
1813400182,813400182,81,מיסים ועלויות ,4813400,33000,27500,38000,38000,0
1813400530,813400530,81,-18-885-34מנהל/ת מחלקה בח,4813400,35000,18800,35000,35000,0
1813400750,813400750,81,אבטחה במרכז מחוננים ,4813400,40000,18500,40000,40000,0
1813405760,813405760,81,מחונים מוכשרים וגיל הרך ,4813400,380000,228800,450000,380000,70000
1813408540,813408540,81,מחוננים הוצאות טלפון ,4813400,2500,1400,2500,2500,0
1813408750,813408750,81,נקיון מרכז מחוננים ,4813400,0,0,0,0,0
1813408755,813408755,81,נקיון מרכז מחוננים ,4813400,36000,12700,40000,40000,0
1813500110,813500110,81,השכר -חרדי ,4813500,2760000,1935700,2674000,2674000,0
1813500120,813500120,81,תוספות שלא נכללות בשכר ,4813500,278000,269400,275000,275000,0
1813500130,813500130,81,שעות נוספות ,4813500,198000,68200,98000,88200,9800
1813500140,813500140,81,החזר הוצאות רכב ,4813500,47000,32200,44000,44000,0
1813500141,813500141,81,החזר הוצאות אחר ,4813500,215000,158800,220000,220000,0
1813500181,813500181,81,הפרשות סוציאליות ,4813500,516000,362700,493000,493000,0
1813500182,813500182,81,מיסים ועלויות ,4813500,435000,284000,424000,424000,0
1813500211,813500211,81,השכר הקובע/זמניים ,4813500,0,0,0,0,0
1813500470,813500470,81,ציוד משרדי חרדי ,4813500,6000,4100,6000,6000,0
1813500471,813500471,81,צילומים-חינוך חרדי ,4813500,3500,1000,3700,3700,0
1813500540,813500540,81,דואר וטלפון ,4813500,17000,10700,17000,17000,0
1813500580,813500580,81,יועצים ,4813500,50000,0,50000,50000,0
1813500750,813500750,81,עבודות קבלניות ,4813500,540000,303800,540000,510000,30000
1813500751,813500751,81,רכישות מוקד ,4813500,0,0,0,0,0
1813500752,813500752,81,בטיחות וכיבוי אש ,4813500,202000,83200,202000,202000,0
1813500753,813500753,81,שמירה במוסדות חינוך ,4813500,4650000,2695900,4885000,4885000,0
1813500754,813500754,81,הסעות תלמידים ,4813500,3885000,2628500,4700000,4700000,0
1813500755,813500755,81,נקיון חרדי קבלניות ,4813500,500000,333200,540000,540000,0
1813500760,813500760,81,שרתים ומזכירים ,4813500,6200000,4206000,6600000,6200000,400000
1813500761,813500761,81,שיפוצים-הוצאות שעות צבע ,4813500,50000,0,50000,50000,0
1813500762,813500762,81,"גנ""י מעגן וחצר פעילה ",4813500,350000,126400,350000,350000,0
1813500763,813500763,81,סל תלמיד ,4813500,4335000,2320900,5780000,5780000,0
1813500764,813500764,81,תכנית שמיד-חינוך חרדי ,4813500,1080000,585900,1080000,1080000,0
1813500765,813500765,81,הכשרת רכזים ,4813500,0,0,180000,180000,0
1813500771,813500771,81,"חשמל ביה""ס חרדיים ",4813500,3800000,3996300,4200000,4200000,0
1813500772,813500772,81,מים חרדי ,4813500,1830000,654600,1600000,1600000,0
1813500780,813500780,81,שי לבוגר ,4813500,75000,73800,80000,80000,0
1813500781,813500781,81,ימי היערכות ,4813500,147000,-13900,150000,150000,0
1813500810,813500810,81,אגרות תלמידי חוץ ,4813500,2700000,2696700,4500000,4000000,500000
1813500820,813500820,81,הקצבות כוללים ,4813500,1010000,459800,1010000,1010000,0
1813500821,813500821,81,סל תלמיד תמיכות ,4813500,945000,605200,800000,800000,0
1813500822,813500822,81,תמיכות כולל ערב ,4813500,0,0,0,0,0
1813500850,813500850,81,חונכות סמינר בנות ,4813500,620000,668600,650000,650000,0
1813500920,813500920,81,העברה מתקציב פיתוח לרגיל ,4813500,3850000,1178900,3850000,3655000,195000
1813500981,813500981,81,קרן חינוך חרדי ,4813500,0,0,0,0,0
1813501110,813501110,81,השכר הקובע ,4813500,1257000,775400,1119000,1119000,0
1813501120,813501120,81,תוספות שלא נכללות בשכר ,4813500,73000,68300,75000,75000,0
1813501130,813501130,81,שעות נוספות ,4813500,68000,52700,73000,65700,7300
1813501140,813501140,81,החזר הוצאות רכב ,4813500,199000,195100,239000,239000,0
1813501141,813501141,81,החזר הוצאות אחר ,4813500,54000,40700,60000,60000,0
1813501181,813501181,81,הפרשות סוציאליות ,4813500,288000,199400,280000,280000,0
1813501182,813501182,81,מיסים ועלויות ,4813500,224000,156100,216000,216000,0
1813501540,813501540,81,חרדי\תורני-מינהל ,4813500,2000,1100,2000,2000,0
1813501542,813501542,81,תקשורת סלולרית ,4813500,3400,2000,2000,2000,0
1813501760,813501760,81,פרוייקטים חינוכיים ויוזמו,4813500,1500000,961800,1500000,1500000,0
1813502930,813502930,81,ריהוט והצטיידות ,4813500,110500,50700,111000,111000,0
1813503930,813503930,81,מחשוב חרדי ,4813500,253300,68200,255000,255000,0
1813504750,813504750,81,ציוד למעבדות ,4813500,212000,18500,212000,112000,100000
1813505760,813505760,81,רווחה חינוכית ,4813500,250000,133300,200000,200000,0
1813506760,813506760,81,פסיכולוגים חינוכיים ,4813500,350000,0,350000,350000,0
1813507760,813507760,81,"תגבור ע""יס-בנים\בנות ",4813500,1532600,814300,1600000,1550000,50000
1813508760,813508760,81,סבסוד טיולים ,4813500,0,0,0,0,0
1813509760,813509760,81,הוצאות כנגד הכנסות תלמידי,4813500,60000,0,60000,60000,0
1813510110,813510110,81,השכר הקובע ,4813500,0,0,0,0,0
1813510120,813510120,81,תוספות שלא נכללות בשכר ,4813500,0,0,0,0,0
1813510130,813510130,81,שעות נוספות ,4813500,0,0,0,0,0
1813510140,813510140,81,החזר הוצאות רכב ,4813500,0,0,0,0,0
1813510141,813510141,81,החזר הוצאות אחר ,4813500,0,0,0,0,0
1813510181,813510181,81,הפרשות סוציאליות ,4813500,0,0,0,0,0
1813510182,813510182,81,מיסים ועלויות ,4813500,0,0,0,0,0
1813600540,813600540,81,"הוצ"" טלפון מועדוניות ",4813600,3500,2400,3500,3500,0
1813600760,813600760,81,מועדוניות בית ספריות ,4813600,824000,564900,1000000,1000000,0
1813600761,813600761,81,מועדוניות\רכישות ,4813600,250000,135500,250000,250000,0
1813700110,813700110,81,השכר הקובע ,4813700,262000,194400,267000,267000,0
1813700120,813700120,81,תוספות שלא נכללות בשכר ,4813700,26000,26400,27000,27000,0
1813700130,813700130,81,שעות נוספות ,4813700,64000,50000,67000,60300,6700
1813700140,813700140,81,החזר הוצאות רכב ,4813700,14000,8300,12000,12000,0
1813700141,813700141,81,החזר הוצאות אחר ,4813700,19000,14500,21000,21000,0
1813700181,813700181,81,הפרשות סוציאליות ,4813700,37000,28300,38000,38000,0
1813700182,813700182,81,מיסים ועלויות ,4813700,50000,36400,52000,52000,0
1813700730,813700730,81, 11-726-54טקטור ח.חקלאית ,4813700,25000,100,25000,25000,0
1813700771,813700771,81,חשמל חווה חקלאית ,4813700,17000,18600,25000,25000,0
1813700772,813700772,81,מים חווה חקלאית ,4813700,365000,55500,220500,220500,0
1813700870,813700870,81,הוצאות שוטפות ,4813700,70000,49900,70000,70000,0
1815100110,815100110,81,השכר הקובע ,4815100,487000,388400,520000,520000,0
1815100120,815100120,81,תוספות שלא נכללות בשכר ,4815100,85000,42700,49000,49000,0
1815100130,815100130,81,שעות נוספות ,4815100,2000,6800,9000,8100,900
1815100140,815100140,81,החזר הוצאות רכב ,4815100,69000,58700,103000,103000,0
1815100141,815100141,81,החזר הוצאות אחר ,4815100,9000,16300,23000,23000,0
1815100181,815100181,81,הפרשות סוציאליות ,4815100,109000,88200,119000,119000,0
1815100182,815100182,81,עלות שכר ,4815100,95000,65900,96000,96000,0
1815100530,815100530,81, 79-761-66צמוד דני קליין ,4810000,35000,4000,0,0,0
1815100540,815100540,81,על יסודי-מינהל ,4815100,2000,1100,2000,2000,0
1815100542,815100542,81,תקשורת סלולרית ,4815100,2500,2500,3000,3000,0
1815201760,815201760,81,פנימיות יום ,4815200,150000,108300,120000,120000,0
1815202760,815202760,81,שיכפולים ,4815200,320000,33000,320000,320000,0
1815202761,815202761,81,חומרי מלאכה מ. חינוך ,4815200,650000,67700,650000,650000,0
1815202762,815202762,81,אגרת עולים חדשים ,4815200,150000,30300,150000,150000,0
1815203750,815203750,81,שיפוצים ,4815200,385000,282300,380000,350000,30000
1815203751,815203751,81,רכישות מוקד ,4815200,0,0,0,0,0
1815204760,815204760,81,מנ'ע תגבורים ,4815200,1700000,930900,1700000,1700000,0
1815204764,815204764,81,"תכנית שמיד-חינוך עי""ס ",4815100,375000,375000,375000,375000,0
1815205580,815205580,81,יעוץ פיננסי כלכלי ,4815200,235000,137400,250000,200000,50000
1815206760,815206760,81,פרוייקט מניפה\נחשון ,4815200,0,0,0,0,0
1815207760,815207760,81,החזר הכנסות משכירות קיוסק,4815200,88000,0,70000,70000,0
1815208760,815208760,81,סבסוד טיולים ,4815200,0,0,0,0,0
1815700211,815700211,81,"מ""מ על יסודי ",4815700,0,0,0,0,0
1815700545,815700545,81,"אינטרנט-בה""ס ע""יס ",4815700,0,0,0,0,0
1815700752,815700752,81,ביגוד למדריכיםיולבורנטים ,4815700,10000,0,0,0,0
1815700766,815700766,81,עוז לתמורה ,4815700,0,0,0,0,0
1815700780,815700780,81,פרוייקטים חינוכיים ,4815700,2400000,1516900,2600000,2360000,240000
1815700781,815700781,81,גיוס לצהל ומרכז פסיקה ,4815700,575000,160800,920000,820000,100000
1815701110,815701110,81,השכר הקובע ,4815701,7257000,5464600,7414000,7414000,0
1815701120,815701120,81,תוספות שלא נכללות בשכר ,4815701,531000,550500,571000,571000,0
1815701130,815701130,81,שעות נוספות ,4815701,147000,129500,177000,159300,17700
1815701140,815701140,81,החזר הוצאות רכב ,4815701,170000,100300,143000,143000,0
1815701141,815701141,81,החזר הוצאות אחר ,4815701,224000,202700,241000,241000,0
1815701181,815701181,81,הפרשות סוציאליות ,4815701,1508000,1206200,1618000,1618000,0
1815701182,815701182,81,מיסים ועלויות ,4815701,1071000,799800,1090000,1090000,0
1815701720,815701720,81,חומרים ,4815701,240000,151300,200000,200000,0
1815701721,815701721,81,דמי מחזור חטי'ב ,4815701,23000,23400,25000,25000,0
1815701755,815701755,81,מקיף א ע.נקיון ,4815701,150000,112500,153500,153500,0
1815701765,815701765,81,שאילת מורים-מקיף א ,4815701,3550000,2624700,3700000,3700000,0
1815701771,815701771,81,חשמל מקיף א' ,4815701,220000,163800,220000,220000,0
1815701772,815701772,81,מים מקיף א ,4815701,61000,38200,60000,60000,0
1815701780,815701780,81,בגרויות ,4815701,0,800,0,0,0
1815702110,815702110,81,השכר הקובע ,4815702,3399000,2404900,3281000,3281000,0
1815702120,815702120,81,תוספות שלא נכללות בשכר ,4815702,252000,271800,282000,282000,0
1815702130,815702130,81,שעות נוספות ,4815702,73000,39800,62000,55800,6200
1815702140,815702140,81,החזר הוצאות רכב ,4815702,98000,36800,104000,104000,0
1815702141,815702141,81,החזר הוצאות אחר ,4815702,116000,96700,123000,123000,0
1815702181,815702181,81,הפרשות סוציאליות ,4815702,744000,548600,741000,741000,0
1815702182,815702182,81,מיסים ועלויות ,4815702,508000,369400,508000,508000,0
